arm,r,seed,observer,theiler_label,n_windows,frac_degenerate,all_degenerate,MG,LB,S_med,theiler_used,n_points,n_pairs,n_query,n_pairs_near_ref,frac_near_ref,frac_query_valid,frac_kept_from_W0,r1_med,rk_med,spread_med,dt_med,dist_inflation,r1_med_W0,rk_med_W0,dt_med_W0,PRdelay,acorr,roughness,tau_used,traj_PR,MG_sd
fast,2,0,c_proj1,10,7,0.0,False,2.344796547062866,2.366028303723692,8.082758803888055,10.0,7924.0,158480.0,321.0,138745.0,0.8754732458354366,0.9966516014285243,1.0,0.14114404727823604,0.4940739274210676,3.2499295583721475,956.0,1.0,0.14114404727823604,0.4940739274210676,956.0,2.835449091352576,3.0,0.48820933450980714,4.0,1.9996818285684383,0.0006485949340780965
fast,2,0,c_proj1,20,7,0.0,False,2.344796547062866,2.366028303723692,8.082758803888055,20.0,7924.0,158480.0,321.0,138745.0,0.8754732458354366,0.9888520382889789,1.0,0.14114404727823604,0.4940739274210676,3.2499295583721475,956.0,1.0,0.14114404727823604,0.4940739274210676,956.0,2.835449091352576,3.0,0.48820933450980714,4.0,1.9996818285684383,0.0006485949340780965
fast,2,0,c_proj1,50,7,0.0,False,2.344796547062866,2.366028303723692,8.082758803888055,50.0,7924.0,158480.0,321.0,138745.0,0.8754732458354366,0.979688662228869,1.0,0.14114404727823604,0.4940739274210676,3.2499295583721475,956.0,1.0,0.14114404727823604,0.4940739274210676,956.0,2.835449091352576,3.0,0.48820933450980714,4.0,1.9996818285684383,0.0006485949340780965
fast,2,0,c_proj1,100,7,0.0,False,2.344796547062866,2.366028303723692,8.082758803888055,100.0,7924.0,158480.0,321.0,138745.0,0.8754732458354366,0.9787262482682053,1.0,0.14114404727823604,0.4940739274210676,3.2499295583721475,956.0,1.0,0.14114404727823604,0.4940739274210676,956.0,2.835449091352576,3.0,0.48820933450980714,4.0,1.9996818285684383,0.0006485949340780965
fast,2,0,c_proj1,150,7,0.0,False,2.344796547062866,2.366028303723692,8.082758803888055,150.0,7924.0,158480.0,321.0,138745.0,0.8754732458354366,0.9771831621588896,1.0,0.14114404727823604,0.4940739274210676,3.2499295583721475,956.0,1.0,0.14114404727823604,0.4940739274210676,956.0,2.835449091352576,3.0,0.48820933450980714,4.0,1.9996818285684383,0.0006485949340780965
fast,2,0,c_proj1,frozen,7,0.0,False,2.344796547062866,2.366028303723692,8.082758803888055,76.0,7924.0,158480.0,321.0,138745.0,0.8754732458354366,0.9792786141238966,1.0,0.14114404727823604,0.4940739274210676,3.2499295583721475,956.0,1.0,0.14114404727823604,0.4940739274210676,956.0,2.835449091352576,3.0,0.48820933450980714,4.0,1.9996818285684383,0.0006485949340780965
fast,2,0,g_fro,0,7,0.0,False,2.3281758699367763,2.3579722767154516,8.251051651762744,0.0,7924.0,158480.0,321.0,139400.0,0.8796062594649167,0.9968847352024922,1.0,0.2293319946841946,0.9413960703271946,3.980982226662502,3071.0,1.0,0.2293319946841946,0.9413960703271946,3071.0,3.8014135370697173,2.0,0.9334584381658582,4.0,1.9996818285684383,0.015849157814189906
fast,2,0,g_fro,1,7,0.0,False,2.3281758699367763,2.3579722767154516,8.251051651762744,1.0,7924.0,158480.0,321.0,139400.0,0.8796062594649167,0.9964027419362448,1.0,0.2293319946841946,0.9413960703271946,3.980982226662502,3071.0,1.0,0.2293319946841946,0.9413960703271946,3071.0,3.8014135370697173,2.0,0.9334584381658582,4.0,1.9996818285684383,0.015849157814189906
fast,2,0,g_fro,2,7,0.0,False,2.3281758699367763,2.3579722767154516,8.251051651762744,2.0,7924.0,158480.0,321.0,139400.0,0.8796062594649167,0.9964027419362448,1.0,0.2293319946841946,0.9413960703271946,3.980982226662502,3071.0,1.0,0.2293319946841946,0.9413960703271946,3071.0,3.8014135370697173,2.0,0.9334584381658582,4.0,1.9996818285684383,0.015849157814189906
fast,2,0,g_fro,5,7,0.0,False,2.3281758699367763,2.3579722767154516,8.251051651762744,5.0,7924.0,158480.0,321.0,139400.0,0.8796062594649167,0.9961381567256539,1.0,0.2293319946841946,0.9413960703271946,3.980982226662502,3071.0,1.0,0.2293319946841946,0.9413960703271946,3071.0,3.8014135370697173,2.0,0.9334584381658582,4.0,1.9996818285684383,0.015849157814189906
fast,2,0,g_fro,10,7,0.0,False,2.3281758699367763,2.3579722767154516,8.251051651762744,10.0,7924.0,158480.0,321.0,139400.0,0.8796062594649167,0.9956424034558838,1.0,0.2293319946841946,0.9413960703271946,3.980982226662502,3071.0,1.0,0.2293319946841946,0.9413960703271946,3071.0,3.8014135370697173,2.0,0.9334584381658582,4.0,1.9996818285684383,0.015849157814189906
fast,2,0,g_fro,20,7,0.0,False,2.327679397863255,2.3572529605620236,8.251051651762744,20.0,7924.0,158480.0,321.0,139400.0,0.8796062594649167,0.9876360471205423,0.9997854618879354,0.2293319946841946,0.9413960703271946,3.980982226662502,3071.0,1.0,0.2293319946841946,0.9413960703271946,3071.0,3.8014135370697173,2.0,0.9334584381658582,4.0,1.9996818285684383,0.015969981051169507
fast,2,0,g_fro,50,7,0.0,False,2.327679397863255,2.3572529605620236,8.251051651762744,50.0,7924.0,158480.0,321.0,139400.0,0.8796062594649167,0.9803880635507728,0.9997854618879354,0.2293319946841946,0.9413960703271946,3.980982226662502,3071.0,1.0,0.2293319946841946,0.9413960703271946,3071.0,3.8014135370697173,2.0,0.9334584381658582,4.0,1.9996818285684383,0.015969981051169507
fast,2,0,g_fro,100,7,0.0,False,2.327679397863255,2.3572529605620236,8.251051651762744,100.0,7924.0,158480.0,321.0,139400.0,0.8796062594649167,0.9771410958624063,0.9997854618879354,0.2293319946841946,0.9413960703271946,3.980982226662502,3071.0,1.0,0.2293319946841946,0.9413960703271946,3071.0,3.8014135370697173,2.0,0.9334584381658582,4.0,1.9996818285684383,0.015969981051169507
fast,2,0,g_fro,150,7,0.0,False,2.327679397863255,2.3572529605620236,8.251051651762744,150.0,7924.0,158480.0,321.0,139400.0,0.8796062594649167,0.9738654287381212,0.9997854618879354,0.2293319946841946,0.9413960703271946,3.980982226662502,3071.0,1.0,0.2293319946841946,0.9413960703271946,3071.0,3.8014135370697173,2.0,0.9334584381658582,4.0,1.9996818285684383,0.015969981051169507
fast,2,0,g_fro,frozen,7,0.0,False,2.327679397863255,2.3572529605620236,8.251051651762744,76.0,7924.0,158480.0,321.0,139400.0,0.8796062594649167,0.9780437520934863,0.9997854618879354,0.2293319946841946,0.9413960703271946,3.980982226662502,3071.0,1.0,0.2293319946841946,0.9413960703271946,3071.0,3.8014135370697173,2.0,0.9334584381658582,4.0,1.9996818285684383,0.015969981051169507
fast,2,0,loss_probe,0,7,0.0,False,2.3921394871053416,2.4198459378811337,7.9513943830932945,0.0,7924.0,158480.0,321.0,139525.0,0.8803950025239778,0.9968847352024922,1.0,0.08044587378184356,0.24332657446663947,3.043393437039552,2288.0,1.0,0.08044587378184356,0.24332657446663947,2288.0,2.036949164571573,3.0,0.40330539159272666,4.0,1.9996818285684383,0.0018925140773691925
fast,2,0,loss_probe,1,7,0.0,False,2.3921394871053416,2.4198459378811337,7.9513943830932945,1.0,7924.0,158480.0,321.0,139525.0,0.8803950025239778,0.9968847352024922,1.0,0.08044587378184356,0.24332657446663947,3.043393437039552,2288.0,1.0,0.08044587378184356,0.24332657446663947,2288.0,2.036949164571573,3.0,0.40330539159272666,4.0,1.9996818285684383,0.0018925140773691925
fast,2,0,loss_probe,2,7,0.0,False,2.3921394871053416,2.4198459378811337,7.9513943830932945,2.0,7924.0,158480.0,321.0,139525.0,0.8803950025239778,0.9968847352024922,1.0,0.08044587378184356,0.24332657446663947,3.043393437039552,2288.0,1.0,0.08044587378184356,0.24332657446663947,2288.0,2.036949164571573,3.0,0.40330539159272666,4.0,1.9996818285684383,0.0018925140773691925
fast,2,0,loss_probe,5,7,0.0,False,2.3921394871053416,2.4198459378811337,7.9513943830932945,5.0,7924.0,158480.0,321.0,139525.0,0.8803950025239778,0.9968847352024922,1.0,0.08044587378184356,0.24332657446663947,3.043393437039552,2288.0,1.0,0.08044587378184356,0.24332657446663947,2288.0,2.036949164571573,3.0,0.40330539159272666,4.0,1.9996818285684383,0.0018925140773691925
fast,2,0,loss_probe,10,7,0.0,False,2.3921394871053416,2.4198459378811337,7.9513943830932945,10.0,7924.0,158480.0,321.0,139525.0,0.8803950025239778,0.9968847352024922,1.0,0.08044587378184356,0.24332657446663947,3.043393437039552,2288.0,1.0,0.08044587378184356,0.24332657446663947,2288.0,2.036949164571573,3.0,0.40330539159272666,4.0,1.9996818285684383,0.0018925140773691925
fast,2,0,loss_probe,20,7,0.0,False,2.3921394871053416,2.4198459378811337,7.9513943830932945,20.0,7924.0,158480.0,321.0,139525.0,0.8803950025239778,0.9906667861821258,1.0,0.08044587378184356,0.24332657446663947,3.043393437039552,2288.0,1.0,0.08044587378184356,0.24332657446663947,2288.0,2.036949164571573,3.0,0.40330539159272666,4.0,1.9996818285684383,0.0018925140773691925
fast,2,0,loss_probe,50,7,0.0,False,2.3921394871053416,2.4198459378811337,7.9513943830932945,50.0,7924.0,158480.0,321.0,139525.0,0.8803950025239778,0.9802304132247001,1.0,0.08044587378184356,0.24332657446663947,3.043393437039552,2288.0,1.0,0.08044587378184356,0.24332657446663947,2288.0,2.036949164571573,3.0,0.40330539159272666,4.0,1.9996818285684383,0.0018925140773691925
fast,2,0,loss_probe,100,7,0.0,False,2.3921394871053416,2.4198459378811337,7.9513943830932945,100.0,7924.0,158480.0,321.0,139525.0,0.8803950025239778,0.9735151383627325,1.0,0.08044587378184356,0.24332657446663947,3.043393437039552,2288.0,1.0,0.08044587378184356,0.24332657446663947,2288.0,2.036949164571573,3.0,0.40330539159272666,4.0,1.9996818285684383,0.0018925140773691925
fast,2,0,loss_probe,150,7,0.0,False,2.3921394871053416,2.4198459378811337,7.9513943830932945,150.0,7924.0,158480.0,321.0,139525.0,0.8803950025239778,0.96469694181956,1.0,0.08044587378184356,0.24332657446663947,3.043393437039552,2288.0,1.0,0.08044587378184356,0.24332657446663947,2288.0,2.036949164571573,3.0,0.40330539159272666,4.0,1.9996818285684383,0.0018925140773691925
fast,2,0,loss_probe,frozen,7,0.0,False,2.3921394871053416,2.4198459378811337,7.9513943830932945,76.0,7924.0,158480.0,321.0,139525.0,0.8803950025239778,0.977311719906086,1.0,0.08044587378184356,0.24332657446663947,3.043393437039552,2288.0,1.0,0.08044587378184356,0.24332657446663947,2288.0,2.036949164571573,3.0,0.40330539159272666,4.0,1.9996818285684383,0.0018925140773691925
fast,2,1,w_fro,0,7,0.0,False,2.2611637427273124,2.2910600299351493,8.546774240200639,0.0,7924.0,158480.0,321.0,139298.0,0.8789626451287229,0.9968847352024922,1.0,0.1114309676438886,0.5594925694521253,4.6339031249835365,3259.0,1.0,0.1114309676438886,0.5594925694521253,3259.0,2.9839375100984182,2.0,0.6165075497590505,4.0,1.9998880153307637,0.0020452175610564186
fast,2,1,w_fro,1,7,0.0,False,2.2611637427273124,2.2910600299351493,8.546774240200639,1.0,7924.0,158480.0,321.0,139298.0,0.8789626451287229,0.996147199013683,1.0,0.1114309676438886,0.5594925694521253,4.6339031249835365,3259.0,1.0,0.1114309676438886,0.5594925694521253,3259.0,2.9839375100984182,2.0,0.6165075497590505,4.0,1.9998880153307637,0.0020452175610564186
fast,2,1,w_fro,2,7,0.0,False,2.2611637427273124,2.2910600299351493,8.546774240200639,2.0,7924.0,158480.0,321.0,139298.0,0.8789626451287229,0.996147199013683,1.0,0.1114309676438886,0.5594925694521253,4.6339031249835365,3259.0,1.0,0.1114309676438886,0.5594925694521253,3259.0,2.9839375100984182,2.0,0.6165075497590505,4.0,1.9998880153307637,0.0020452175610564186
fast,2,1,w_fro,5,7,0.0,False,2.2611637427273124,2.2910600299351493,8.546774240200639,5.0,7924.0,158480.0,321.0,139298.0,0.8789626451287229,0.996147199013683,1.0,0.1114309676438886,0.5594925694521253,4.6339031249835365,3259.0,1.0,0.1114309676438886,0.5594925694521253,3259.0,2.9839375100984182,2.0,0.6165075497590505,4.0,1.9998880153307637,0.0020452175610564186
fast,2,1,w_fro,10,7,0.0,False,2.2611637427273124,2.2910600299351493,8.546774240200639,10.0,7924.0,158480.0,321.0,139298.0,0.8789626451287229,0.996147199013683,1.0,0.1114309676438886,0.5594925694521253,4.6339031249835365,3259.0,1.0,0.1114309676438886,0.5594925694521253,3259.0,2.9839375100984182,2.0,0.6165075497590505,4.0,1.9998880153307637,0.0020452175610564186
fast,2,1,w_fro,20,7,0.0,False,2.2611637427273124,2.2910600299351493,8.546774240200639,20.0,7924.0,158480.0,321.0,139298.0,0.8789626451287229,0.988430195895273,1.0,0.1114309676438886,0.5594925694521253,4.6339031249835365,3259.0,1.0,0.1114309676438886,0.5594925694521253,3259.0,2.9839375100984182,2.0,0.6165075497590505,4.0,1.9998880153307637,0.0020452175610564186
fast,2,1,w_fro,50,7,0.0,False,2.2611637427273124,2.2910600299351493,8.546774240200639,50.0,7924.0,158480.0,321.0,139298.0,0.8789626451287229,0.9781471486913843,1.0,0.1114309676438886,0.5594925694521253,4.6339031249835365,3259.0,1.0,0.1114309676438886,0.5594925694521253,3259.0,2.9839375100984182,2.0,0.6165075497590505,4.0,1.9998880153307637,0.0020452175610564186
fast,2,1,w_fro,100,7,0.0,False,2.2611637427273124,2.2910600299351493,8.546774240200639,100.0,7924.0,158480.0,321.0,139298.0,0.8789626451287229,0.9781471486913843,1.0,0.1114309676438886,0.5594925694521253,4.6339031249835365,3259.0,1.0,0.1114309676438886,0.5594925694521253,3259.0,2.9839375100984182,2.0,0.6165075497590505,4.0,1.9998880153307637,0.0020452175610564186
fast,2,1,w_fro,150,7,0.0,False,2.2611637427273124,2.2910600299351493,8.546774240200639,150.0,7924.0,158480.0,321.0,139298.0,0.8789626451287229,0.9768969540856203,1.0,0.1114309676438886,0.5594925694521253,4.6339031249835365,3259.0,1.0,0.1114309676438886,0.5594925694521253,3259.0,2.9839375100984182,2.0,0.6165075497590505,4.0,1.9998880153307637,0.0020452175610564186
fast,2,1,w_fro,frozen,7,0.0,False,2.2611637427273124,2.2910600299351493,8.546774240200639,76.0,7924.0,158480.0,321.0,139298.0,0.8789626451287229,0.9781471486913843,1.0,0.1114309676438886,0.5594925694521253,4.6339031249835365,3259.0,1.0,0.1114309676438886,0.5594925694521253,3259.0,2.9839375100984182,2.0,0.6165075497590505,4.0,1.9998880153307637,0.0020452175610564186
fast,2,1,c_proj1,0,7,0.0,False,2.2517353124295107,2.299319399217378,8.698454973482423,0.0,7924.0,158480.0,321.0,147395.0,0.9300542655224634,0.9968847352024922,1.0,0.053268920506698514,0.3905704458579751,7.461608356483639,2867.0,1.0,0.053268920506698514,0.3905704458579751,2867.0,1.4724690095926134,2.0,0.7326172533557065,4.0,1.9998880153307637,0.002414401450083746
fast,2,1,c_proj1,1,7,0.0,False,2.2517353124295107,2.299319399217378,8.698454973482423,1.0,7924.0,158480.0,321.0,147395.0,0.9300542655224634,0.9968847352024922,1.0,0.053268920506698514,0.3905704458579751,7.461608356483639,2867.0,1.0,0.053268920506698514,0.3905704458579751,2867.0,1.4724690095926134,2.0,0.7326172533557065,4.0,1.9998880153307637,0.002414401450083746
fast,2,1,c_proj1,2,7,0.0,False,2.2517353124295107,2.299319399217378,8.698454973482423,2.0,7924.0,158480.0,321.0,147395.0,0.9300542655224634,0.9968847352024922,1.0,0.053268920506698514,0.3905704458579751,7.461608356483639,2867.0,1.0,0.053268920506698514,0.3905704458579751,2867.0,1.4724690095926134,2.0,0.7326172533557065,4.0,1.9998880153307637,0.002414401450083746
fast,2,1,c_proj1,5,7,0.0,False,2.2517353124295107,2.299319399217378,8.698454973482423,5.0,7924.0,158480.0,321.0,147395.0,0.9300542655224634,0.9968847352024922,1.0,0.053268920506698514,0.3905704458579751,7.461608356483639,2867.0,1.0,0.053268920506698514,0.3905704458579751,2867.0,1.4724690095926134,2.0,0.7326172533557065,4.0,1.9998880153307637,0.002414401450083746
fast,2,1,c_proj1,10,7,0.0,False,2.2517353124295107,2.299319399217378,8.698454973482423,10.0,7924.0,158480.0,321.0,147395.0,0.9300542655224634,0.9968847352024922,1.0,0.053268920506698514,0.3905704458579751,7.461608356483639,2867.0,1.0,0.053268920506698514,0.3905704458579751,2867.0,1.4724690095926134,2.0,0.7326172533557065,4.0,1.9998880153307637,0.002414401450083746
fast,2,1,c_proj1,20,7,0.0,False,2.2517353124295107,2.299319399217378,8.698454973482423,20.0,7924.0,158480.0,321.0,147395.0,0.9300542655224634,0.9905712524433835,1.0,0.053268920506698514,0.3905704458579751,7.461608356483639,2867.0,1.0,0.053268920506698514,0.3905704458579751,2867.0,1.4724690095926134,2.0,0.7326172533557065,4.0,1.9998880153307637,0.002414401450083746
fast,2,1,c_proj1,50,7,0.0,False,2.2517353124295107,2.299319399217378,8.698454973482423,50.0,7924.0,158480.0,321.0,147395.0,0.9300542655224634,0.9776883508596463,1.0,0.053268920506698514,0.3905704458579751,7.461608356483639,2867.0,1.0,0.053268920506698514,0.3905704458579751,2867.0,1.4724690095926134,2.0,0.7326172533557065,4.0,1.9998880153307637,0.002414401450083746
fast,2,1,c_proj1,100,7,0.0,False,2.2517353124295107,2.299319399217378,8.698454973482423,100.0,7924.0,158480.0,321.0,147395.0,0.9300542655224634,0.97354580351344,1.0,0.053268920506698514,0.3905704458579751,7.461608356483639,2867.0,1.0,0.053268920506698514,0.3905704458579751,2867.0,1.4724690095926134,2.0,0.7326172533557065,4.0,1.9998880153307637,0.002414401450083746
fast,2,1,c_proj1,150,7,0.0,False,2.2517353124295107,2.299319399217378,8.698454973482423,150.0,7924.0,158480.0,321.0,147395.0,0.9300542655224634,0.9667605492049863,1.0,0.053268920506698514,0.3905704458579751,7.461608356483639,2867.0,1.0,0.053268920506698514,0.3905704458579751,2867.0,1.4724690095926134,2.0,0.7326172533557065,4.0,1.9998880153307637,0.002414401450083746
fast,2,1,c_proj1,frozen,7,0.0,False,2.2517353124295107,2.299319399217378,8.698454973482423,76.0,7924.0,158480.0,321.0,147395.0,0.9300542655224634,0.975946727556648,1.0,0.053268920506698514,0.3905704458579751,7.461608356483639,2867.0,1.0,0.053268920506698514,0.3905704458579751,2867.0,1.4724690095926134,2.0,0.7326172533557065,4.0,1.9998880153307637,0.002414401450083746
fast,2,1,g_fro,0,7,0.0,False,2.3997175289058252,2.4575560687209363,8.031454314023268,0.0,7924.0,158480.0,321.0,135761.0,0.8566443715295305,0.9968847352024922,1.0,0.19539784829280932,0.9721868409468148,5.107867819555366,2087.0,1.0,0.19539784829280932,0.9721868409468148,2087.0,3.4569255080159205,1.0,1.1598341972114052,4.0,1.9998880153307637,0.016932329194995287
fast,2,1,g_fro,1,7,0.0,False,2.3997175289058252,2.4575560687209363,8.031454314023268,1.0,7924.0,158480.0,321.0,135761.0,0.8566443715295305,0.9968847352024922,1.0,0.19539784829280932,0.9721868409468148,5.107867819555366,2087.0,1.0,0.19539784829280932,0.9721868409468148,2087.0,3.4569255080159205,1.0,1.1598341972114052,4.0,1.9998880153307637,0.016932329194995287
fast,2,1,g_fro,2,7,0.0,False,2.3997175289058252,2.4575560687209363,8.031454314023268,2.0,7924.0,158480.0,321.0,135761.0,0.8566443715295305,0.9968847352024922,1.0,0.19539784829280932,0.9721868409468148,5.107867819555366,2087.0,1.0,0.19539784829280932,0.9721868409468148,2087.0,3.4569255080159205,1.0,1.1598341972114052,4.0,1.9998880153307637,0.016932329194995287
fast,2,1,g_fro,5,7,0.0,False,2.3996576081285683,2.4574956207610206,8.031664778506181,5.0,7924.0,158480.0,321.0,135761.0,0.8566443715295305,0.9959722503974675,0.9999369005552751,0.19539784829280932,0.9721868409468148,5.107867819555366,2087.0,1.0,0.19539784829280932,0.9721868409468148,2087.0,3.4569255080159205,1.0,1.1598341972114052,4.0,1.9998880153307637,0.01729700911175737
fast,2,1,g_fro,10,7,0.0,False,2.3996576081285683,2.4574956207610206,8.031664778506181,10.0,7924.0,158480.0,321.0,135761.0,0.8566443715295305,0.989808161962318,0.9999369005552751,0.19539784829280932,0.9721868409468148,5.107867819555366,2087.0,1.0,0.19539784829280932,0.9721868409468148,2087.0,3.4569255080159205,1.0,1.1598341972114052,4.0,1.9998880153307637,0.01729700911175737
fast,2,1,g_fro,20,7,0.0,False,2.3996576081285683,2.4574956207610206,8.031664778506181,20.0,7924.0,158480.0,321.0,135761.0,0.8566443715295305,0.9830036436489328,0.9999369005552751,0.19539784829280932,0.9721868409468148,5.107867819555366,2087.0,1.0,0.19539784829280932,0.9721868409468148,2087.0,3.4569255080159205,1.0,1.1598341972114052,4.0,1.9998880153307637,0.01729700911175737
fast,2,1,g_fro,50,7,0.0,False,2.3990120348861836,2.456564787955261,8.033029628524686,50.0,7924.0,158480.0,321.0,135723.0,0.856404593639576,0.9779324926364324,0.9988137304391721,0.19539784829280932,0.9723950920166988,5.110339317654697,2087.0,1.0,0.19539784829280932,0.9721868409468148,2087.0,3.4569255080159205,1.0,1.1598341972114052,4.0,1.9998880153307637,0.01732729475820567
fast,2,1,g_fro,100,7,0.0,False,2.3990120348861836,2.456564787955261,8.033029628524686,100.0,7924.0,158480.0,321.0,135723.0,0.856404593639576,0.9740368390677165,0.9988137304391721,0.19539784829280932,0.9723950920166988,5.110339317654697,2087.0,1.0,0.19539784829280932,0.9721868409468148,2087.0,3.4569255080159205,1.0,1.1598341972114052,4.0,1.9998880153307637,0.01732729475820567
fast,2,1,g_fro,150,7,0.0,False,2.3983319641045404,2.4554491757230226,8.033291266437576,150.0,7924.0,158480.0,321.0,135695.0,0.8562279151943463,0.9689291257601419,0.9982269056032307,0.19539784829280932,0.972555345671362,5.111711292785042,2087.0,1.0,0.19539784829280932,0.9721868409468148,2087.0,3.4569255080159205,1.0,1.1598341972114052,4.0,1.9998880153307637,0.01705069494764094
