table,kind,row,column,printed,computed,source,provenance,status,note
tab:runs,cell,p211_wd0,alpha,0.16,0.16113744075829384,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,a_add,steps,100k,100000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,a_add,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,a_add,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,a_add,mem.,9230,9230.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_add,gen.,11760,11760.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_add,final,1.00,1.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_add,mem.,9230,9230.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_add,gen.,11760,11760.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_add,final,1.00,1.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_mul,steps,100k,100000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,a_mul,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,a_mul,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,a_mul,mem.,9100,9100.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_mul,gen.,11560,11560.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_mul,final,1.00,1.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_mul,mem.,9100,9100.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_mul,gen.,11560,11560.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_mul,final,1.00,1.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_sub,steps,100k,100000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,a_sub,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,a_sub,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,a_sub,mem.,9110,9110.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_sub,gen.,11540,11540.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_sub,final,1.00,1.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_sub,mem.,9110,9110.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_sub,gen.,11540,11540.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_sub,final,1.00,1.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_sq_sum,steps,100k,100000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,a_sq_sum,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,a_sq_sum,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,a_sq_sum,mem.,8440,8440.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_sq_sum,gen.,10470,10470.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_sq_sum,final,1.00,1.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_sq_sum,mem.,8440,8440.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_sq_sum,gen.,10470,10470.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_sq_sum,final,1.00,1.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_sum_sq,steps,46k,46000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,a_sum_sq,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,a_sum_sq,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,a_sum_sq,mem.,7350,7350.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_sum_sq,gen.,8190,8190.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_sum_sq,final,1.00,1.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,a_sum_sq,mem.,7350,7350.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_sum_sq,gen.,8190,8190.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,a_sum_sq,final,1.00,1.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,x_mix_quad,steps,100k,100000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,x_mix_quad,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,x_mix_quad,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,x_mix_quad,mem.,9600,9600.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,x_mix_quad,gen.,,,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,x_mix_quad,final,0.01,0.0138150903294367,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,x_mix_quad,mem.,9600,9600.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,x_mix_quad,gen.,,,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,x_mix_quad,final,0.01,0.01,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,x_no_grok,steps,100k,100000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,x_no_grok,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,x_no_grok,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,x_no_grok,mem.,9860,9860.0,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,x_no_grok,gen.,,,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,x_no_grok,final,0.01,0.0097768331562167,data/train.perceptron.arith/milestones.csv,regenerated,ok,
tab:runs,cell,x_no_grok,mem.,9860,9860.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,x_no_grok,gen.,,,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,x_no_grok,final,0.01,0.01,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p1,steps,100k,100000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,g_p1,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,g_p1,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,g_p1,mem.,7470,7470.0,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p1,gen.,12290,12290.0,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p1,final,1.00,1.0,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p1,mem.,7470,7470.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p1,gen.,12290,12290.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p1,final,1.00,1.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p1x,steps,100k,100000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,g_p1x,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,g_p1x,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,g_p1x,mem.,10140,10140.0,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p1x,gen.,,,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p1x,final,0.01,0.0138150903294367,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p1x,mem.,10140,10140.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p1x,gen.,,,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p1x,final,0.01,0.01,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p2,steps,100k,100000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,g_p2,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,g_p2,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,g_p2,mem.,6470,6470.0,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p2,gen.,7680,7680.0,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p2,final,1.00,1.0,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p2,mem.,6470,6470.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p2,gen.,7680,7680.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p2,final,1.00,1.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p2x,steps,100k,100000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,g_p2x,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,g_p2x,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,g_p2x,mem.,9730,9730.0,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p2x,gen.,,,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p2x,final,0.02,0.0214665249734325,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p2x,mem.,9730,9730.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p2x,gen.,,,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p2x,final,0.02,0.02,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p3,steps,100k,100000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,g_p3,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,g_p3,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,g_p3,mem.,5970,5970.0,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p3,gen.,6600,6600.0,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p3,final,1.00,1.0,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p3,mem.,5970,5970.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p3,gen.,6600,6600.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p3,final,1.00,1.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p3x,steps,100k,100000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,g_p3x,wd,0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,g_p3x,alpha,0.5,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,g_p3x,mem.,9420,9420.0,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p3x,gen.,,,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p3x,final,0.74,0.7353878852284803,data/train.perceptron.poly/milestones.csv,regenerated,ok,
tab:runs,cell,g_p3x,mem.,9420,9420.0,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p3x,gen.,,,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,cell,g_p3x,final,0.74,0.74,"actdim.training.runs_perceptron.PAPER_MILESTONES (this table, transcribed)",code,ok,
tab:runs,claim,which four carry the sketch,claim,"the sentence below the table names a_add, x_no_grok, g_p1, g_p1x","the campaign that ran sketched a_add, x_no_grok, g_p1, g_p1x",actdim.training.runs_perceptron.SKETCHED,code,ok,
tab:exclusion,cell,"recurrent, fast",0,4.83,4.827259136693367,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, fast",2,4.82,4.821676578053568,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, fast",5,4.82,4.821581799546726,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, fast",20,4.82,4.821484143284035,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, fast",76,4.80,4.802378614592149,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, fast",100,4.80,4.796449451884103,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, fast",150,4.80,4.796403306475316,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, fast",uncapped,4.80,4.802378614592149,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, slow",0,2.06,2.0577951379466257,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, slow",2,3.02,3.0199843625616998,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, slow",5,3.22,3.21831535028869,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, slow",20,3.27,3.2704727769214896,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, slow",76,3.27,3.274134322735773,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, slow",100,3.27,3.274134322735773,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, slow",150,3.28,3.280783038206267,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,"recurrent, slow",uncapped,3.27,3.274134322735773,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,transient,0,1.20,1.1971677997189265,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,transient,2,1.71,1.7052420554044507,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,transient,5,2.38,2.382126717009317,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,transient,20,5.51,5.511250424686581,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,transient,76,16.12,16.1194546011843,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,transient,100,20.50,20.498731743414048,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,transient,150,29.22,29.22211274022288,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:exclusion,cell,transient,uncapped,173.19,173.18611081329163,data/valid.theiler.contrast/exclusion_table.csv,regenerated,ok,
tab:eos,claim,the campaign budget,claim,"every run is 30,000 steps",all 16 runs are,data/train.perceptron.eos/eos_runs.csv,regenerated,ok,
tab:eos,cell,1 x 10^5,stability ratio,"0.239, 0.238","0.238536, 0.238077",data/train.perceptron.eos/eos_runs.csv,regenerated,ok,
tab:eos,cell,1 x 10^5,rises,0.000,"0, 0",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,1 x 10^5,return,1.007,"1.0065, 1.00651",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,3 x 10^5,stability ratio,"0.758, 0.745","0.758172, 0.745132",data/train.perceptron.eos/eos_runs.csv,regenerated,ok,
tab:eos,cell,3 x 10^5,rises,0.000,"0, 0",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,3 x 10^5,return,"1.007, 1.007","1.00656, 1.00655",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,1 x 10^6,stability ratio,"0.969, 0.971","0.969218, 0.970508",data/train.perceptron.eos/eos_runs.csv,regenerated,ok,
tab:eos,cell,1 x 10^6,rises,"0.495, 0.490","0.494999, 0.489936",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,1 x 10^6,return,"0.104, 0.079","0.103929, 0.07925",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,1.5 x 10^6,stability ratio,"0.974, 0.970","0.97353, 0.969935",data/train.perceptron.eos/eos_runs.csv,regenerated,ok,
tab:eos,cell,1.5 x 10^6,rises,"0.500, 0.500","0.500063, 0.499937",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,1.5 x 10^6,return,"1.012, 1.011","1.01172, 1.01129",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,2 x 10^6,stability ratio,"0.977, 0.978","0.977331, 0.9778",data/train.perceptron.eos/eos_runs.csv,regenerated,ok,
tab:eos,cell,2 x 10^6,rises,"0.500, 0.500","0.499937, 0.499937",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,2 x 10^6,return,"0.120, 1.013","0.119623, 1.01314",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,2.5 x 10^6,stability ratio,"---, 0.988","---, 0.987793",data/train.perceptron.eos/eos_runs.csv,regenerated,ok,
tab:eos,cell,2.5 x 10^6,rises,"---, 0.500","---, 0.499937",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,2.5 x 10^6,return,"---, 0.034","---, 0.0341574",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,2.8 x 10^6,stability ratio,"0.992, ---","0.991894, ---",data/train.perceptron.eos/eos_runs.csv,regenerated,ok,
tab:eos,cell,2.8 x 10^6,rises,"0.503, ---","0.503125, ---",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,2.8 x 10^6,return,"0.022, ---","0.0221828, ---",data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,3 x 10^6,stability ratio,,,data/train.perceptron.eos/eos_runs.csv,regenerated,ok,
tab:eos,cell,3 x 10^6,rises,,,data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:eos,cell,3 x 10^6,return,,,data/grok.eos/eos_recurrence.csv,regenerated,ok,
tab:ceiling,cell,tracking,max_E = 10,6.5,6.451198099015616,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,E_max/2 predicts,max_E = 10,5,5.0,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,max_E = 10,6.9,6.852824533633147,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,max_E = 10,0.08,0.0778559465625343,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,tracking,max_E = 14,7.3,7.298161703500949,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,E_max/2 predicts,max_E = 14,7,7.0,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,max_E = 14,8.1,8.088180066535926,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,max_E = 14,0.12,0.1203367746336606,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,tracking,max_E = 20,8.1,8.129262609147995,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,E_max/2 predicts,max_E = 20,10,10.0,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,max_E = 20,9.8,9.787372289326804,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,max_E = 20,0.20,0.1995413104942387,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,tracking,max_E = 28,10.3,10.32565762571664,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,E_max/2 predicts,max_E = 28,14,14.0,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,max_E = 28,11.3,11.32506114255138,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,max_E = 28,0.29,0.2872019947598184,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,tracking,max_E = 40,10.9,10.881169959527297,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,E_max/2 predicts,max_E = 40,20,20.0,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,max_E = 40,13.2,13.201187231862644,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,max_E = 40,0.41,0.4086799366445204,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,tracking,max_E = 56,11.2,11.199297017106842,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,E_max/2 predicts,max_E = 56,28,28.0,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,max_E = 56,14.9,14.88687121070979,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,max_E = 56,0.54,0.5444983499409024,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,tracking,N = 1000,6.7,6.7401250687517855,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,2log_10N predicts,N = 1000,6.0,6.0,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,N = 1000,9.0,9.034373091144824,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,N = 1000,0.22,0.2233179488096411,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,tracking,N = 2000,8.3,8.326606651034018,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,2log_10N predicts,N = 2000,6.6,6.6020599913279625,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,N = 2000,9.3,9.322681632707278,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,N = 2000,0.17,0.1705153750797886,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,tracking,N = 4000,8.5,8.53775858852333,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,2log_10N predicts,N = 4000,7.2,7.204119982655925,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,N = 4000,9.4,9.430198528984182,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,N = 4000,0.17,0.1651196004308296,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,tracking,N = 8000,8.1,8.129262609147995,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,2log_10N predicts,N = 8000,7.8,7.806179973983887,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,N = 8000,9.8,9.787372289326804,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,N = 8000,0.20,0.1995413104942387,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,tracking,N = 16000,8.9,8.929697499288771,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,2log_10N predicts,N = 16000,8.4,8.40823996531185,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,N = 16000,9.9,9.934965347838885,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,N = 16000,0.19,0.1869471775016107,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,tracking,N = 32000,9.5,9.4808795381727,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,2log_10N predicts,N = 32000,9.0,9.010299956639813,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,N = 32000,10.2,10.218609988223498,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,N = 32000,0.19,0.1908994197934296,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,tracking,N = 64000,9.5,9.452794502039753,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,2log_10N predicts,N = 64000,9.6,9.612359947967777,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,level at r = 20,N = 64000,10.5,10.460876579305143,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,cell,slope,N = 64000,0.22,0.2152110237031421,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,claim,"tracking, the shared cell",claim,"the two scans meet at E_max = 20, N = 8000, where the tracking row prints 8.1 in the first block and 8.1 in the second",the two agree,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,claim,"level at r = 20, the shared cell",claim,"the two scans meet at E_max = 20, N = 8000, where the level at r = 20 row prints 9.8 in the first block and 9.8 in the second",the two agree,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceiling,claim,"slope, the shared cell",claim,"the two scans meet at E_max = 20, N = 8000, where the slope row prints 0.20 in the first block and 0.20 in the second",the two agree,data/valid.ceiling/ceiling_summary.csv,regenerated,ok,
tab:ceilingfit,cell,"E_max/2, the embedding condition",root-mean-square error,8.73,8.728470530778132,data/valid.ceiling/ceiling_fits.csv,regenerated,ok,
