table,kind,row,column,printed,computed,source,provenance,status,note
tab:dip,cell,parameter,post-dip max,36.12,36.1239005373952,data/grok.rank.dip/rank_windows.csv,regenerated,ok,largest value at any window after the dip
tab:dip,cell,mod_wd1_s43,plateau,2.57,2.567564532775465,data/grok.rank.dip/rank_dip.csv,regenerated,ok,
tab:dip,cell,mod_wd1_s43,dip,1.15,1.1456243162254611,data/grok.rank.dip/rank_dip.csv,regenerated,ok,
tab:dip,cell,mod_wd1_s43,depth,2.24,2.2411924191998067,data/grok.rank.dip/rank_dip.csv,regenerated,ok,
tab:dip,cell,mod_wd1_s43,at,1155,1155.0,data/grok.rank.dip/rank_dip.csv,regenerated,ok,steps after generalisation
tab:dip,cell,mod_wd1_s43,post-dip max,37.34,37.3444405338851,data/grok.rank.dip/rank_windows.csv,regenerated,ok,largest value at any window after the dip
tab:dip,cell,mod_wd1_s44,plateau,2.71,2.7072880977907987,data/grok.rank.dip/rank_dip.csv,regenerated,ok,
tab:dip,cell,mod_wd1_s44,dip,1.13,1.1324626102325308,data/grok.rank.dip/rank_dip.csv,regenerated,ok,
tab:dip,cell,mod_wd1_s44,depth,2.39,2.3906202936226792,data/grok.rank.dip/rank_dip.csv,regenerated,ok,
tab:dip,cell,mod_wd1_s44,at,1315,1315.0,data/grok.rank.dip/rank_dip.csv,regenerated,ok,steps after generalisation
tab:dip,cell,mod_wd1_s44,post-dip max,37.44,37.44234183336864,data/grok.rank.dip/rank_windows.csv,regenerated,ok,largest value at any window after the dip
tab:dip,cell,s5_wd1,plateau,7.14,7.136361377315334,data/grok.rank.dip/rank_dip.csv,regenerated,ok,
tab:dip,cell,s5_wd1,dip,1.39,1.3874644710845738,data/grok.rank.dip/rank_dip.csv,regenerated,ok,
tab:dip,cell,s5_wd1,depth,5.14,5.14345522068531,data/grok.rank.dip/rank_dip.csv,regenerated,ok,
tab:dip,cell,s5_wd1,at,1513,1512.5,data/grok.rank.dip/rank_dip.csv,regenerated,ok,steps after generalisation
tab:dip,cell,s5_wd1,post-dip max,12.46,12.455411169555184,data/grok.rank.dip/rank_windows.csv,regenerated,ok,largest value at any window after the dip
tab:dip,cell,mod_wd0,plateau,29.93,29.92910412675724,data/grok.rank.dip/rank_dip_controls_aligned.csv,regenerated,ok,
tab:dip,cell,mod_wd0,dip,27.70,27.701572509432317,data/grok.rank.dip/rank_dip_controls_aligned.csv,regenerated,ok,
tab:dip,cell,mod_wd0,depth,1.08,1.0804117389569297,data/grok.rank.dip/rank_dip_controls_aligned.csv,regenerated,ok,
tab:dip,cell,mod_wd0,at,,,data/grok.rank.dip/rank_dip_controls_aligned.csv,regenerated,ok,measured in the aligned window
tab:dip,cell,mod_wd0,post-dip max,,,data/grok.rank.dip/rank_dip_controls_aligned.csv,regenerated,ok,measured in the aligned window
tab:dip,cell,s5_wd0,plateau,5.57,5.567730444219526,data/grok.rank.dip/rank_dip_controls_aligned.csv,regenerated,ok,
tab:dip,cell,s5_wd0,dip,4.49,4.487145713304226,data/grok.rank.dip/rank_dip_controls_aligned.csv,regenerated,ok,
tab:dip,cell,s5_wd0,depth,1.24,1.240817838322345,data/grok.rank.dip/rank_dip_controls_aligned.csv,regenerated,ok,
tab:dip,cell,s5_wd0,at,,,data/grok.rank.dip/rank_dip_controls_aligned.csv,regenerated,ok,measured in the aligned window
tab:dip,cell,s5_wd0,post-dip max,,,data/grok.rank.dip/rank_dip_controls_aligned.csv,regenerated,ok,measured in the aligned window
tab:sketch,cell,1,"PR, uncompressed",1.00,1.0,data/check.sketch.accuracy/sketch_accuracy.csv,regenerated,ok,
tab:sketch,cell,1,"PR, sketched",1.00,1.0000000000000882,data/check.sketch.accuracy/sketch_accuracy.csv,regenerated,ok,
tab:sketch,cell,1,sketch - uncompressed,0.00,8.815170815523744e-14,data/check.sketch.accuracy/sketch_accuracy.csv,regenerated,ok,
tab:sketch,cell,2,"PR, uncompressed",1.99,1.990973130581708,data/check.sketch.accuracy/sketch_accuracy.csv,regenerated,ok,
tab:sketch,cell,2,"PR, sketched",1.99,1.9928405809155407,data/check.sketch.accuracy/sketch_accuracy.csv,regenerated,ok,
tab:sketch,cell,2,sketch - uncompressed,0.00,0.0018674503338327,data/check.sketch.accuracy/sketch_accuracy.csv,regenerated,ok,
tab:sketch,cell,5,"PR, uncompressed",4.56,4.560298111249393,data/check.sketch.accuracy/sketch_accuracy.csv,regenerated,ok,
tab:sketch,cell,5,"PR, sketched",4.54,4.538760328008774,data/check.sketch.accuracy/sketch_accuracy.csv,regenerated,ok,
tab:sketch,cell,5,sketch - uncompressed,-0.02,-0.0215377832406193,data/check.sketch.accuracy/sketch_accuracy.csv,regenerated,ok,
tab:sketch,cell,10,"PR, uncompressed",8.44,8.437138037554243,data/check.sketch.accuracy/sketch_accuracy.csv,regenerated,ok,
tab:sketch,cell,10,"PR, sketched",8.33,8.32634106136733,data/check.sketch.accuracy/sketch_accuracy.csv,regenerated,ok,
tab:sketch,cell,10,sketch - uncompressed,-0.11,-0.1107969761869132,data/check.sketch.accuracy/sketch_accuracy.csv,regenerated,ok,
tab:prwindow,cell,2950,generalises / median,1.066,1.0663635499704762,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,2950,generalises / max,1.258,1.2578474094355836,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,2950,"control, never generalises / median",1.003,1.0034862495784744,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,2950,"control, never generalises / max",1.087,1.087006842389807,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,5900,generalises / median,1.027,1.0267353164547206,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,5900,generalises / max,1.534,1.5339829262790767,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,5900,"control, never generalises / median",1.005,1.0051538991694218,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,5900,"control, never generalises / max",1.360,1.3599099877549348,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,11800,generalises / median,1.010,1.0102449568840326,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,11800,generalises / max,1.951,1.9511428070734416,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,11800,"control, never generalises / median",1.020,1.0200325411081568,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,11800,"control, never generalises / max",1.826,1.8260483804328955,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,29500,generalises / median,1.006,1.0058722998293887,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,29500,generalises / max,2.047,2.0473156746061427,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,29500,"control, never generalises / median",1.112,1.1120571590142798,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,29500,"control, never generalises / max",1.735,1.7351118454930026,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,59000,generalises / median,1.025,1.02465873160126,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,59000,generalises / max,1.551,1.550803687521864,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,59000,"control, never generalises / median",1.345,1.3453385455604412,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,59000,"control, never generalises / max",1.912,1.9117171755107591,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,118000,generalises / median,1.231,1.2309750126994414,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,118000,generalises / max,1.626,1.626355804351895,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,118000,"control, never generalises / median",2.009,2.009213152866926,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:prwindow,cell,118000,"control, never generalises / max",2.271,2.270525135812405,data/grok.prwindow/pr_vs_window.csv,regenerated,ok,
tab:matched,cell,"modular, seed 42",D,2.96,2.957494688455657,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, seed 42",floor,-65,-65.0,data/grok.matched.window/headline_trace.csv,regenerated,ok,offset of the minimum from generalisation
tab:matched,cell,"modular, seed 42",p_101,0.025,0.025,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, seed 42",p_201,0.025,0.025,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, seed 42",p_401,0.025,0.025,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, seed 43",D,1.98,1.9802898355701333,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, seed 43",floor,255,255.0,data/grok.matched.window/headline_trace.csv,regenerated,ok,offset of the minimum from generalisation
tab:matched,cell,"modular, seed 43",p_101,0.050,0.05,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, seed 43",p_201,0.050,0.05,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, seed 43",p_401,0.025,0.025,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, seed 44",D,2.14,2.1393172023012594,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, seed 44",floor,315,315.0,data/grok.matched.window/headline_trace.csv,regenerated,ok,offset of the minimum from generalisation
tab:matched,cell,"modular, seed 44",p_101,0.050,0.05,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, seed 44",p_201,0.075,0.075,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, seed 44",p_401,0.025,0.025,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,S_5 composition,D,2.12,2.1178030755170267,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,S_5 composition,floor,1313,1312.5,data/grok.matched.window/headline_trace.csv,regenerated,ok,offset of the minimum from generalisation
tab:matched,cell,S_5 composition,p_101,0.050,0.05,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,S_5 composition,p_201,0.050,0.05,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,S_5 composition,p_401,0.050,0.05,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, no decay",D,1.00,0.9997895176868375,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, no decay",floor,-865,-865.0,data/grok.matched.window/headline_trace.csv,regenerated,ok,offset of the minimum from generalisation
tab:matched,cell,"modular, no decay",p_101,0.950,0.95,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, no decay",p_201,0.950,0.95,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"modular, no decay",p_401,0.925,0.925,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"S_5, no decay",D,1.04,1.0354103699437167,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"S_5, no decay",floor,1613,1612.5,data/grok.matched.window/headline_trace.csv,regenerated,ok,offset of the minimum from generalisation
tab:matched,cell,"S_5, no decay",p_101,0.975,0.975,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"S_5, no decay",p_201,0.975,0.975,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:matched,cell,"S_5, no decay",p_401,1.000,1.0,data/grok.matched.surrogate/surrogate_seed_spread.csv,regenerated,ok,
tab:theiler,cell,2,measured PR^pos,2.00,2.0000055046557987,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,2,MG at W_T = 150,1.74,1.74323263346069,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,2,MG at W_T = 624,1.81,1.808357994818279,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,5,measured PR^pos,5.00,4.999972042024603,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,5,MG at W_T = 150,4.16,4.158567732777994,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,5,MG at W_T = 624,5.15,5.147311725182168,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,8,measured PR^pos,8.00,7.999913019994786,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,8,MG at W_T = 150,6.28,6.276911345186023,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,8,MG at W_T = 624,6.71,6.709977047833472,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,11,measured PR^pos,11.00,10.999526936761018,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,11,MG at W_T = 150,9.54,9.542503051415212,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,11,MG at W_T = 624,10.26,10.255300453440762,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,14,measured PR^pos,14.00,13.99809962450129,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,14,MG at W_T = 150,9.81,9.813419580005558,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,14,MG at W_T = 624,9.37,9.374694339161204,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,17,measured PR^pos,17.00,16.99513769253994,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,17,MG at W_T = 150,14.40,14.39779843545223,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,17,MG at W_T = 624,14.19,14.190151559853437,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,20,measured PR^pos,19.99,19.992468181676006,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,20,MG at W_T = 150,15.92,15.9187491848469,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,20,MG at W_T = 624,16.60,16.596217537360033,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,mean absolute error,MG at W_T = 150,2.16,2.1619915770012623,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,Spearman rho,MG at W_T = 150,1.00,1.0,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,mean absolute error,MG at W_T = 624,1.89,1.8853988158313169,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,cell,Spearman rho,MG at W_T = 624,0.96,0.9642857142857145,data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:theiler,claim,absolute error,claim,the row is the mean absolute error,"the row is read as the mean, which is what the article prints; the median over the 7 ranks would be 1.72 / 1.29",data/valid.theiler.cap/theiler_quick_raw.csv,regenerated,ok,
tab:runs,cell,mod_wd1,steps,20k,20000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,mod_wd1,wd,1.0,1.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,mod_wd1,alpha,0.30,0.3,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,mod_wd1,mem.,1470,1470.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,mod_wd1,gen.,13660,13660.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,mod_wd1,final,1.00,1.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,mod_wd1,mem.,1470,1470.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,mod_wd1,gen.,13660,13660.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,mod_wd1,final,1.00,1.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,mod_wd1,steps,20k,20000.0,data/grok.rank.dip/rank_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,mod_wd1_s43,steps,20k,20000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,mod_wd1_s43,wd,1.0,1.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,mod_wd1_s43,alpha,0.30,0.3,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,mod_wd1_s43,mem.,1580,1580.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,mod_wd1_s43,gen.,6640,6640.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,mod_wd1_s43,final,1.00,1.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,mod_wd1_s43,mem.,1580,1580.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,mod_wd1_s43,gen.,6640,6640.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,mod_wd1_s43,final,1.00,1.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,mod_wd1_s43,steps,20k,20000.0,data/grok.rank.dip/rank_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,mod_wd1_s44,steps,20k,20000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,mod_wd1_s44,wd,1.0,1.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,mod_wd1_s44,alpha,0.30,0.3,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,mod_wd1_s44,mem.,1410,1410.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,mod_wd1_s44,gen.,3680,3680.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,mod_wd1_s44,final,1.00,1.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,mod_wd1_s44,mem.,1410,1410.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,mod_wd1_s44,gen.,3680,3680.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,mod_wd1_s44,final,1.00,1.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,mod_wd1_s44,steps,20k,20000.0,data/grok.rank.dip/rank_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,s5_wd1,steps,15k,15000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,s5_wd1,wd,0.2,0.2,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,s5_wd1,alpha,0.50,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,s5_wd1,mem.,1280,1280.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,s5_wd1,gen.,6685,6685.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,s5_wd1,final,1.00,1.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,s5_wd1,mem.,1280,1280.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,s5_wd1,gen.,6685,6685.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,s5_wd1,final,1.00,1.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,s5_wd1,steps,15k,15000.0,data/grok.rank.dip/rank_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,mod_wd0,steps,20k,20000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,mod_wd0,wd,0.0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,mod_wd0,alpha,0.30,0.3,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,mod_wd0,mem.,630,630.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,mod_wd0,gen.,,,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,mod_wd0,final,0.03,0.033203125,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,mod_wd0,mem.,630,630.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,mod_wd0,gen.,,,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,mod_wd0,final,0.03,0.033203125,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,mod_wd0,steps,20k,20000.0,data/grok.rank.dip/rank_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,s5_wd0,steps,15k,15000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,s5_wd0,wd,0.0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,s5_wd0,alpha,0.50,0.5,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,s5_wd0,mem.,1015,1015.0,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,s5_wd0,gen.,,,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,s5_wd0,final,0.01,0.009765625,data/grok.rank.dip/rank_summary.csv,regenerated,ok,
tab:runs,cell,s5_wd0,mem.,1015,1015.0,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,s5_wd0,gen.,,,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,s5_wd0,final,0.01,0.009765625,data/grok.rank.dip/rank_milestones.json,regenerated,ok,
tab:runs,cell,s5_wd0,steps,15k,15000.0,data/grok.rank.dip/rank_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,grokpos_s0,steps,120k,120000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,grokpos_s0,wd,1.0,1.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,grokpos_s0,alpha,0.30,0.3,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,grokpos_s0,mem.,1450,1450.0,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,grokpos_s0,gen.,5070,5070.0,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,grokpos_s0,steps,120k,120000.0,data/grok.diagnostics.logs/real_logs_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,lowdata15_s0,steps,120k,120000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,lowdata15_s0,wd,1.0,1.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,lowdata15_s0,alpha,0.15,0.15,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,lowdata15_s0,mem.,620,620.0,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,lowdata15_s0,gen.,,,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,lowdata15_s0,steps,120k,120000.0,data/grok.diagnostics.logs/real_logs_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,lowdata15_s1,steps,120k,120000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,lowdata15_s1,wd,1.0,1.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,lowdata15_s1,alpha,0.15,0.15,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,lowdata15_s1,mem.,630,630.0,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,lowdata15_s1,gen.,106380,106380.0,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,lowdata15_s1,steps,120k,120000.0,data/grok.diagnostics.logs/real_logs_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,lowdata15_s2,steps,120k,120000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,lowdata15_s2,wd,1.0,1.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,lowdata15_s2,alpha,0.15,0.15,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,lowdata15_s2,mem.,660,660.0,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,lowdata15_s2,gen.,,,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,lowdata15_s2,steps,120k,120000.0,data/grok.diagnostics.logs/real_logs_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,lowdata20_s0,steps,120k,120000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,lowdata20_s0,wd,1.0,1.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,lowdata20_s0,alpha,0.20,0.2,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,lowdata20_s0,mem.,800,800.0,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,lowdata20_s0,gen.,38380,38380.0,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,lowdata20_s0,steps,120k,120000.0,data/grok.diagnostics.logs/real_logs_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,wd0_s0,steps,120k,120000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,wd0_s0,wd,0.0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,wd0_s0,alpha,0.30,0.3,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,wd0_s0,mem.,610,610.0,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,wd0_s0,gen.,,,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,wd0_s0,steps,120k,120000.0,data/grok.diagnostics.logs/real_logs_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,wd0_s1,steps,120k,120000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,wd0_s1,wd,0.0,0.0,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,wd0_s1,alpha,0.30,0.3,actdim.training.runs + runs_perceptron,code,ok,
tab:runs,cell,wd0_s1,mem.,630,630.0,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,wd0_s1,gen.,,,data/grok.extended.outcomes/exp8_outcomes.csv,regenerated,ok,
tab:runs,cell,wd0_s1,steps,120k,120000.0,data/grok.diagnostics.logs/real_logs_windows.csv,regenerated,ok,the deepest analysis window in the record
tab:runs,cell,p211_wd0,steps,200k,200000.0,actdim.training.runs + runs_perceptron,code,ok,the budget the registry gives this run
tab:runs,cell,p211_wd0,wd,0.0,0.0,actdim.training.runs + runs_perceptron,code,ok,
