family,r,N,seed,observer,max_E,state_rank,state_PR,margin,innov_ratio,tau_c,MG,LB,TwoNN,PRdelay,specPR64,specPR256,specPR1024,specPR0,roughness,acorr,degenerate
qp,1,20000,2,norm,20,1,1.0,0.003535533905932738,,,1.3426949764741816,1.3656249337512727,2.548489610869996,1.162196078038104,1.120877031029846,1.1290567689384199,1.1945956242336189,2.9573433643107188,0.05081029614494281,26.0,False
qp,1,80000,0,generic,10,1,1.0,0.003535533905932738,,,0.9829333869017924,0.9984739652537274,1.609423535767428,1.0081587745247866,1.0003309514484247,1.0029597681831817,1.0071467301660164,1.1772527255733438,0.022218915441861276,54.0,False
qp,1,80000,0,generic,20,1,1.0,0.003535533905932738,,,0.9829879341060425,0.998516679086982,1.6092595657633073,1.0339278661672497,1.000311699404774,1.0214891610328847,1.0256904452727331,1.1989777470670637,0.02252201262184563,54.0,False
qp,1,80000,0,norm,10,1,1.0,0.003535533905932738,,,1.3322118653910002,1.3545751615422765,2.0150133978829694,1.0411716226642784,1.106125275706918,1.1080068281755633,1.1202896502192892,2.064092542955398,0.05079556980431025,26.0,False
qp,1,80000,0,norm,20,1,1.0,0.003535533905932738,,,1.3321544793398286,1.354527606326532,2.0141644820008997,1.1620066475200477,1.1055754895979233,1.1079523941636886,1.1203676514421461,2.0649191447557187,0.05079737365196806,26.0,False
qp,1,80000,1,generic,10,1,1.0,0.003535533905932738,,,0.9829519567220932,0.9984808437407442,1.6096012341654853,1.0101563748516522,1.0007369708557123,1.1799159753883333,1.1857195844130943,1.3899163835666808,0.0247944076709356,50.0,False
qp,1,80000,1,generic,20,1,1.0,0.003535533905932738,,,0.9829896935778913,0.9985178591369092,1.6092618057657033,1.0345756209318377,1.0000039434196972,1.0331718451491045,1.0381015266423164,1.2135411722838645,0.02273376262140427,53.0,False
qp,1,80000,1,norm,10,1,1.0,0.003535533905932738,,,1.3321885825719533,1.3545429801367155,2.015010974226058,1.0411670166171525,1.1075736553920057,1.108607755643762,1.1206330172210976,2.0632892780285697,0.05079230086543451,26.0,False
qp,1,80000,1,norm,20,1,1.0,0.003535533905932738,,,1.3321370331318734,1.3545050754250079,2.0141296380515796,1.1621191685859122,1.1064135032694618,1.108352191750316,1.1206219298336322,2.0645606057897434,0.050811091258467195,26.0,False
qp,1,80000,2,generic,10,1,1.0,0.003535533905932738,,,0.982934125420993,0.9984743422046488,1.609428077259924,1.008232759501372,1.0003084898410772,1.0086148863539162,1.0131139689797628,1.1842177363210051,0.022319099406109925,54.0,False
qp,1,80000,2,generic,20,1,1.0,0.003535533905932738,,,0.9829886107193881,0.9985173061101684,1.6092589762042193,1.0341315979359593,1.0000864641702414,1.0237054780437334,1.0290544134333381,1.2028726423926823,0.02258718915682858,54.0,False
qp,1,80000,2,norm,10,1,1.0,0.003535533905932738,,,1.3322147275689262,1.3545759196965048,2.015038538835449,1.0411622206451652,1.1076234618598393,1.1085758070568332,1.1205940530060212,2.0632179821672136,0.05078777681807966,26.0,False
qp,1,80000,2,norm,20,1,1.0,0.003535533905932738,,,1.332135053092379,1.3545081502255472,2.0142010563409705,1.1621191996512306,1.1064132552209434,1.108352166432132,1.120621964624892,2.0645610085802426,0.050811103242863274,26.0,False
qp,1,5000,0,generic,10,1,1.0,0.014142135623730952,,,1.3496044532592768,1.4111224793235067,0.6681268475040631,1.1329945475465037,1.0239458084972377,1.0742627484688843,1.4937277886615072,1.705356511262675,0.08870068353071625,14.0,False
qp,1,5000,0,generic,20,1,1.0,0.014142135623730952,,,1.344128995779573,1.4060875289369643,0.6694709682067186,1.545775961015588,1.0422255511354785,1.094375837805619,1.5224078382437878,1.7375297688675322,0.08992150679345215,14.0,False
qp,1,5000,0,norm,10,1,1.0,0.014142135623730952,,,1.4887686449860957,1.5895297884907416,1.8088931979943415,1.6048441979366201,1.1252259107545104,1.1911971917972635,2.4155061901620574,2.9463162467458104,0.20003345491100064,7.0,False
qp,1,5000,0,norm,20,1,1.0,0.014142135623730952,,,1.4893764619926855,1.5893922275617371,1.8097619399482763,2.1236901019371586,1.1254462941392904,1.1910265840607817,2.416938257092528,2.948376120437242,0.2001013871803432,7.0,False
qp,1,5000,1,generic,10,1,1.0,0.014142135623730952,,,1.350125029671699,1.4114878594825921,0.6684014623606905,1.16429944798468,1.2026983616360656,1.2640941349997692,1.7637867278209614,2.012920440565772,0.09896562632314618,13.0,False
qp,1,5000,1,generic,20,1,1.0,0.014142135623730952,,,1.3441823388173004,1.4061408885315587,0.6694848287560339,1.5522424981389726,1.051370325724025,1.1105656102621264,1.549316607957844,1.7650518427231732,0.09100803299972436,14.0,False
qp,1,5000,1,norm,10,1,1.0,0.014142135623730952,,,1.4884795673515725,1.5891291059592645,1.8088228203170833,1.605425983081771,1.125684497497541,1.1909658916441672,2.4181417762679995,2.950072331039968,0.20016167985774788,7.0,False
qp,1,5000,1,norm,20,1,1.0,0.014142135623730952,,,1.4899257381002915,1.5898943651292337,1.8086416428636387,2.123955692314783,1.1290970353568113,1.1945055635450708,2.4248701291146335,2.9578845331515162,0.20023033679442684,7.0,False
qp,1,5000,2,generic,10,1,1.0,0.014142135623730952,,,1.3496295966186966,1.4111434238328209,0.6681330408782292,1.134493140352702,1.0245165236602,1.0844937319648065,1.5145040569134882,1.723907083124828,0.08936762258856758,14.0,False
qp,1,5000,2,generic,20,1,1.0,0.014142135623730952,,,1.3441152170312338,1.4060667089326309,0.6694751956259979,1.5459664025900104,1.0401123916444288,1.1012655811864338,1.5381865336553882,1.7506756456166086,0.09035193761935961,14.0,False
qp,1,5000,2,norm,10,1,1.0,0.014142135623730952,,,1.4887426397832675,1.589567094064645,1.8081117883142723,1.6062495012860514,1.1291323214672204,1.1946436867492725,2.4246960794515515,2.9575911666777093,0.20025685808598007,7.0,False
qp,1,5000,2,norm,20,1,1.0,0.014142135623730952,,,1.4894102131766802,1.5894400891176508,1.8092076751047834,2.1239554855336795,1.129098168799818,1.1945158163267906,2.42486848490843,2.9578764918217955,0.20023152947113654,7.0,False
qp,1,20000,0,generic,10,1,1.0,0.014142135623730952,,,1.3781492934417656,1.4113993206918125,1.5070674577495882,1.1331631469619294,1.002968869837807,1.0071382772722786,1.0694008018612535,1.1772436266758035,0.08884592301576771,14.0,False
qp,1,20000,0,generic,20,1,1.0,0.014142135623730952,,,1.3773994808235055,1.410529501726823,1.5072381912197859,1.5448730751359767,1.0215024851554728,1.025695618639844,1.089204580583473,1.1989832901198538,0.09005472093293539,14.0,False
qp,1,20000,0,norm,10,1,1.0,0.014142135623730952,,,1.4636104599121273,1.6095977252268625,1.6037402002834278,1.6054389698739957,1.1079798813663215,1.120288942913701,1.314226961822811,2.064247243370039,0.20019899956328585,7.0,False
qp,1,20000,0,norm,20,1,1.0,0.014142135623730952,,,1.4630060737483754,1.608466647416694,1.6097085124076513,2.1238441028587003,1.1079432255938435,1.1203723412872142,1.3138619830252034,2.0649966547458183,0.2002042699872326,7.0,False
qp,1,20000,1,generic,10,1,1.0,0.014142135623730952,,,1.3783899131031851,1.4116513050969615,1.5074365236803435,1.1643363018503192,1.179951393667011,1.1856902841221983,1.2588321215514147,1.3898831816148027,0.09911725674044218,13.0,False
qp,1,20000,1,generic,20,1,1.0,0.014142135623730952,,,1.377412891745881,1.4105444867163697,1.5072576656014764,1.5526365615496005,1.0331723768114334,1.0381006820082823,1.1015281525924159,1.2135402567400437,0.09090336367331796,14.0,False
qp,1,20000,1,norm,10,1,1.0,0.014142135623730952,,,1.463646818700288,1.6096208366699651,1.6035600568534265,1.6056909531114067,1.1086142754247164,1.1206343817200108,1.3159731943987936,2.063247964562899,0.20018140489479352,7.0,False
qp,1,20000,1,norm,20,1,1.0,0.014142135623730952,,,1.4628998881610316,1.608288889215107,1.6102045485009766,2.1239041499351097,1.108352213830133,1.1206194612691798,1.3149269452979413,2.0645440506633714,0.2002614192321555,7.0,False
qp,1,20000,2,generic,10,1,1.0,0.014142135623730952,,,1.3781585183594478,1.411409321698679,1.5070767194493027,1.1343341716745718,1.0085952099756255,1.0131283033283873,1.0752981797896888,1.1842333348068927,0.08925035361086398,14.0,False
qp,1,20000,2,generic,20,1,1.0,0.014142135623730952,,,1.3774005956115403,1.410530005861126,1.507243044053373,1.5468072878658967,1.0237080670632688,1.0290535111997954,1.0912364810476798,1.2028716510334085,0.0903172033567932,14.0,False
qp,1,20000,2,norm,10,1,1.0,0.014142135623730952,,,1.4636642766456491,1.6097138107912403,1.603502242073597,1.6057006959229043,1.108596674734935,1.1206060505725821,1.3159162646128428,2.0631921761777643,0.2001661753687009,7.0,False
qp,1,20000,2,norm,20,1,1.0,0.014142135623730952,,,1.4630491289504168,1.6085605095629654,1.6097460855834211,2.123904386157217,1.1083526781808166,1.1206206577126094,1.3149273452561805,2.064545744237434,0.20026164964888657,7.0,False
qp,1,80000,0,generic,10,1,1.0,0.014142135623730952,,,1.5169930827229523,1.5885077380111723,2.2532978995598127,1.1332626351007502,1.0023985608592807,1.006954747558367,1.1600871099904133,2.2888122946725082,0.08887765813772977,14.0,False
qp,1,80000,0,generic,20,1,1.0,0.014142135623730952,,,1.5169902946667173,1.5885805291474007,2.2522220522246816,1.5450429523458513,1.020874270142638,1.0255103693870167,1.1814839919587454,2.330929269803771,0.0900820599144089,14.0,False
qp,1,80000,0,norm,10,1,1.0,0.014142135623730952,,,1.4259962398916926,1.4954038211005878,2.6675629871642212,1.6055737509839088,1.1049092673335978,1.1072056481534482,1.1505893270145109,1.7018521510209879,0.2002034955117474,7.0,False
qp,1,80000,0,norm,20,1,1.0,0.014142135623730952,,,1.4258889082763422,1.4953456097338658,2.6667714083276337,2.1237857039451145,1.1048732534058785,1.1072072944003688,1.15044699467303,1.7019885005552913,0.20020854916736971,7.0,False
qp,1,80000,1,generic,10,1,1.0,0.014142135623730952,,,1.5169169237991986,1.5883809517992251,2.253597576212383,1.1643997734050884,1.1797772969778595,1.1846045773535987,1.3645032592832205,2.6833698708035496,0.0991406831564309,13.0,False
qp,1,80000,1,generic,20,1,1.0,0.014142135623730952,,,1.5169867746051384,1.5885746657223434,2.252234840138086,1.5523147686990744,1.033583409259978,1.0374965480008072,1.1967374122270398,2.3597392208523096,0.09087583366353606,14.0,False
qp,1,80000,1,norm,10,1,1.0,0.014142135623730952,,,1.425998897111776,1.4953772816240363,2.6677976981130103,1.6055887237519706,1.104961883728366,1.1072207175712672,1.1507919097502617,1.701726051748361,0.20020421072453137,7.0,False
qp,1,80000,1,norm,20,1,1.0,0.014142135623730952,,,1.4259006920483437,1.4953887197298017,2.666828878006418,2.123808298694783,1.1049243416638623,1.107225356272934,1.1506217609934326,1.7018923435774427,0.20022053107155205,7.0,False
qp,1,80000,2,generic,10,1,1.0,0.014142135623730952,,,1.5169902476006913,1.588503032282158,2.2533045626419375,1.1343567822566476,1.0082441591195237,1.0126152065760194,1.167026586857721,2.3021720311110254,0.089260379392846,14.0,False
qp,1,80000,2,generic,20,1,1.0,0.014142135623730952,,,1.5169894653831637,1.5885791797793278,2.252224869575364,1.5468046578316372,1.0241614634048737,1.0280395262394737,1.1858453188391105,2.3383723225123694,0.09027929866925147,14.0,False
qp,1,80000,2,norm,10,1,1.0,0.014142135623730952,,,1.4259868094391208,1.495382038106768,2.6675585977572354,1.6055992814357547,1.1049817698974582,1.1072389798484348,1.1507966367892704,1.7017525568502072,0.20019635397904947,7.0,False
qp,1,80000,2,norm,20,1,1.0,0.014142135623730952,,,1.4258951202960162,1.4953560840684068,2.6667927045609705,2.123808441698259,1.1049245531744822,1.1072256980375734,1.1506222925636624,1.7018926686961044,0.2002206517319297,7.0,False
qp,2,20000,0,generic,10,2,1.999990971143356,0.0002079591406013324,,,2.139419990486027,2.897642806344864,2.319679763612065,1.0047582058092197,1.000127807372556,1.083162417679042,1.0900961440622179,1.1067629582259892,0.016986871977100408,72.0,False
qp,2,20000,0,generic,20,2,1.9999892752880106,0.0002079591406013324,,,2.53352552326723,3.382364947725578,2.625501511440283,1.05846812543004,1.0153711683037698,1.3740751347656335,1.3921016477898138,1.4071940609630904,0.02952995479096833,41.0,False
qp,2,20000,0,norm,10,2,1.999990971143356,0.0002079591406013324,,,2.474984005518367,3.1268456075376383,2.62075187501946,1.043873045252953,2.0346177512914565,2.160331936262544,2.230690334630399,2.35745544459457,0.051627749614785154,25.0,False
qp,2,20000,0,norm,20,2,1.9999892752880106,0.0002079591406013324,,,2.708007272522952,3.268191260881694,2.6739307370006435,1.1767361661761495,2.0365527597518054,2.156642971666244,2.231163843571447,2.3711634338172614,0.051682011501911644,25.0,False
qp,2,20000,1,generic,10,2,1.9999897102263806,0.0002079591406013324,,,2.087261357017765,2.698807855199458,2.244135349982959,1.0046167262943118,1.0001919986907744,1.062431938911113,1.0653291118634907,1.0808800128909541,0.016722583514664824,73.0,False
qp,2,20000,1,generic,20,2,1.9999998788528552,0.0002079591406013324,,,2.7153807899420324,3.7083201255939935,3.420083237902027,1.044071701660332,1.0035685611381715,1.9995526069956873,2.0384220278019227,2.0700850461196922,0.025671452803481914,48.0,False
qp,2,20000,1,norm,10,2,1.9999897102263806,0.0002079591406013324,,,2.3771803406997885,3.0897811852823382,2.400574907879389,1.043770551594028,2.0348008188468527,2.1585202841570843,2.230687398535532,2.363322943556988,0.05160130047576878,25.0,False
qp,2,20000,1,norm,20,2,1.9999998788528552,0.0002079591406013324,,,2.688016480517016,3.2657388820743476,2.7522882538024547,1.1757482093633547,2.0340930117243907,2.160034872976831,2.22827221825298,2.3480418025307572,0.05158131899243089,25.0,False
qp,2,20000,2,generic,10,2,1.9999976648694868,0.0002079591406013324,,,2.235310968715814,2.984939779714315,2.5163560747821636,1.0142486918703837,1.0173908562575036,1.4532665557024174,1.4749470426350018,1.491085691050516,0.029351245324431775,42.0,False
qp,2,20000,2,generic,20,2,1.9999917657283055,0.0002079591406013324,,,2.4927796297256646,3.6034110323925352,2.9330041746104345,1.043759089948774,1.0000897245903642,1.9571874571760464,1.97557418494359,1.997473663773137,0.025579111093528072,48.0,False
qp,2,20000,2,norm,10,2,1.9999976648694868,0.0002079591406013324,,,2.4397894212157847,3.336585325658786,2.55344053029567,1.0439402487856864,2.0359969352139635,2.152123548907706,2.2273609028916033,2.36940764212664,0.05167828886747037,25.0,False
qp,2,20000,2,norm,20,2,1.9999917657283055,0.0002079591406013324,,,2.7336281111456024,3.340791377721611,2.610120313834076,1.1758490693233536,2.036016140973859,2.154731422548115,2.2300613575019015,2.3717630955385283,0.051675977619955585,25.0,False
qp,2,80000,0,generic,10,2,1.9999999222925782,0.0002079591406013324,,,2.1894951184531375,2.8154302524933748,2.6629636795169254,1.004751602203434,1.0002063310705491,1.0845258093608203,1.0975113717557565,1.4199130856709985,0.016964641474435126,72.0,False
qp,2,80000,0,generic,20,2,1.9999975018653315,0.0002079591406013324,,,2.4538658824123956,3.2409995506278415,2.870298118146161,1.0585973420098864,1.0164995840532551,1.3739127351138858,1.4688098805843046,1.9441957289816567,0.029547353012241023,41.0,False
qp,2,80000,0,norm,10,2,1.9999999222925782,0.0002079591406013324,,,2.40084375590813,3.455206431929581,2.895826681575614,1.0438379730505871,2.0366840544240263,2.2014910870532227,2.2885433014891854,5.935929655235784,0.05161195020099657,25.0,False
qp,2,80000,0,norm,20,2,1.9999975018653315,0.0002079591406013324,,,2.4610376677227146,3.250252153450462,2.7193434535587704,1.1760915256519655,2.036453274065237,2.2087323405337282,2.305135615072438,5.978541765857122,0.05163164418254738,25.0,False
qp,2,80000,1,generic,10,2,1.9999985434971774,0.0002079591406013324,,,2.2651309653350062,2.8875156367320054,2.7569261238845177,1.0046265439963304,1.000561661789717,1.0652851722286139,1.0758255530748186,1.392941590633522,0.01673883942705314,73.0,False
qp,2,80000,1,generic,20,2,1.9999956304471405,0.0002079591406013324,,,2.5907236476382134,3.3300448665668867,2.594565993339304,1.0440910749933772,1.0036076958349318,1.9986833454007673,2.1161819023826935,2.783790396789973,0.025680714878451232,48.0,False
qp,2,80000,1,norm,10,2,1.9999985434971774,0.0002079591406013324,,,2.4578106537433717,3.4859659187958902,2.949045930394052,1.0438238001239304,2.0353841397077233,2.2073444888369527,2.2986767454754595,5.951918759148758,0.05161080105205257,25.0,False
qp,2,80000,1,norm,20,2,1.9999956304471405,0.0002079591406013324,,,2.459163537745842,3.2462557820104765,2.7219717977943056,1.1759323039210554,2.034788707371794,2.206490806675848,2.2857263151670986,5.921901234777912,0.051606088346381314,25.0,False
qp,2,80000,2,generic,10,2,1.9999936614159797,0.0002079591406013324,,,2.355377927009562,3.0561846546519,2.8006894257137795,1.0142593622090808,1.017730575196311,1.453968209704999,1.5576156312702096,2.059453616985746,0.029364047552473512,42.0,False
qp,2,80000,2,generic,20,2,1.999999907922777,0.0002079591406013324,,,2.393664567974823,3.1639509919731332,2.438084629064834,1.043764028149218,1.0003153689638653,1.9593826837720365,2.056087447188981,2.6982242514156067,0.025580133328674093,48.0,False
qp,2,80000,2,norm,10,2,1.9999936614159797,0.0002079591406013324,,,2.452886363114247,3.4877223325034414,2.9276486984971015,1.0438445764967932,2.0350285151203127,2.21383253166118,2.3075498572970106,5.979456924964045,0.05162122514068315,25.0,False
qp,2,80000,2,norm,20,2,1.999999907922777,0.0002079591406013324,,,2.4657586492308274,3.254731774398271,2.721581996271766,1.1759088954613972,2.035759621027967,2.2090536150319844,2.3096161875617476,5.978105087103787,0.051630160809002505,25.0,False
qp,2,5000,0,generic,10,2,1.999991094986417,0.0008318365624053296,,,2.3745029565584295,3.1624427341095447,2.9379976851457874,1.0764902469759567,1.0831804908125837,1.0901084869698259,1.100046972890329,1.1067806684882562,0.0679201829891031,18.0,False
qp,2,5000,0,generic,20,2,1.999989184658573,0.0008318365624053296,,,2.482911884210611,3.1281284983095325,3.630300841664361,1.8387829543489413,1.374092070608136,1.392113063976682,1.3962108226951169,1.4072196937863943,0.11804032470396564,11.0,False
qp,2,5000,0,norm,10,2,1.999991094986417,0.0008318365624053296,,,3.3314628746920025,4.2996537883179204,4.006137769964241,1.656389198314124,2.160212646234264,2.230646408856488,2.3143930832171553,2.3574909718087596,0.20563967612659728,7.0,False
qp,2,5000,0,norm,20,2,1.999989184658573,0.0008318365624053296,,,3.483295387623826,4.472008224033827,7.106063209680562,2.4700642017807564,2.156660431160588,2.2311062561287596,2.3232309013659664,2.370936110924053,0.2058495767219281,7.0,False
qp,2,5000,1,generic,10,2,1.9999897339995494,0.0008318365624053296,,,2.3560264184019486,3.0905497012225753,2.7001423702772342,1.0745294951027637,1.0624085495896445,1.0653040337456516,1.0746964782800497,1.0808445638105075,0.06687405780369816,19.0,False
qp,2,5000,1,generic,20,2,1.9999998449547995,0.0008318365624053296,,,3.0273432931786024,4.0485238744596055,4.082945528288208,1.6723364994599308,1.999562105614737,2.038460464113031,2.054253693754651,2.0701011356635193,0.10263236621275729,12.0,False
qp,2,5000,1,norm,10,2,1.9999897339995494,0.0008318365624053296,,,3.3326824025594513,4.278788098699827,3.8769411884769336,1.6549631801423814,2.158547022314767,2.2307362700145044,2.318424528844458,2.36336240100722,0.2054953057343406,7.0,False
qp,2,5000,1,norm,20,2,1.9999998449547995,0.0008318365624053296,,,3.523534232921984,4.506654623250396,7.868926787164286,2.46209159494603,2.160030759095246,2.2283219122852085,2.30545777989099,2.348151689343207,0.2054713396956591,7.0,False
qp,2,5000,2,generic,10,2,1.9999974811501036,0.0008318365624053296,,,2.5269087887225323,3.2252555068984163,2.87256799441179,1.2325680893140916,1.4532765368235627,1.4749627335524373,1.4797215389061458,1.4910967687616892,0.11733694301059823,11.0,False
qp,2,5000,2,generic,20,2,1.9999919567883948,0.0008318365624053296,,,2.9922294566359593,4.027547106571152,4.138327987212963,1.6717968279057183,1.9571884621299243,1.9755711146265724,1.9842750767125974,1.997472624100304,0.10226139652681226,12.0,False
qp,2,5000,2,norm,10,2,1.9999974811501036,0.0008318365624053296,,,3.3260717761543233,4.288313689390355,3.912209901420725,1.6568740553162558,2.1523907748696223,2.2276060422034862,2.320549274816856,2.3694812200626068,0.2058191667722308,7.0,False
qp,2,5000,2,norm,20,2,1.9999919567883948,0.0008318365624053296,,,3.462559833052464,4.44231389071943,7.044738309747595,2.4695696962905638,2.154667368026876,2.229998693731732,2.3229924262814645,2.371693484998547,0.20574817586995653,7.0,False
qp,2,20000,0,generic,10,2,1.9999999493005585,0.0008318365624053296,,,2.3730195388526893,2.936081205415128,2.260022908474425,1.0766820669850181,1.0845321341478429,1.0975030500684757,1.1536323873721903,1.4199568298240615,0.0678448841317234,18.0,False
qp,2,20000,0,generic,20,2,1.9999976163607476,0.0008318365624053296,,,2.9489547002809657,3.929194016933579,2.859945435220926,1.83999452747728,1.3738421163057928,1.4688748209226234,1.484557260689324,1.9442087162935957,0.11811873697104594,11.0,False
qp,2,20000,0,norm,10,2,1.9999999493005585,0.0008318365624053296,,,1.7384565888377592,2.125631807320878,1.9174522668252292,1.6562377561894248,2.201220592083386,2.2884232762504437,2.449388288079762,5.936432400043833,0.20554711769989456,7.0,False
qp,2,20000,0,norm,20,2,1.9999976163607476,0.0008318365624053296,,,1.5772938803678351,1.7882777743488223,1.7533425953037003,2.466415364060252,2.2083754848230392,2.3049134658799977,2.4683459184337226,5.978062490908773,0.20561475356380096,7.0,False
qp,2,20000,1,generic,10,2,1.99999865059376,0.0008318365624053296,,,2.454181373614357,3.0325445228779313,2.3479021289335242,1.0747218659893232,1.0652631816511196,1.0758089596215272,1.132376676987072,1.392900361143142,0.0669409571756389,19.0,False
qp,2,20000,1,generic,20,2,1.9999955177682323,0.0008318365624053296,,,2.230937626080451,3.259571439975709,1.6957541937084821,1.6741501796737968,1.998680057760762,2.1161870017305597,2.17531017737315,2.783795103662572,0.10266493405497304,12.0,False
qp,2,20000,1,norm,10,2,1.99999865059376,0.0008318365624053296,,,1.7402653905053889,2.143912045073566,1.9207171506297978,1.655675814035812,2.2074053555158146,2.2987456885117745,2.457523107966709,5.951747462402901,0.2055413990381551,7.0,False
qp,2,20000,1,norm,20,2,1.9999955177682323,0.0008318365624053296,,,1.5746025486024602,1.7882136608502057,1.7487357185216539,2.4653970725351217,2.2064769414134195,2.285709697277564,2.443828050069091,5.92191750468558,0.20552622459621087,7.0,False
qp,2,20000,2,generic,10,2,1.9999936748774048,0.0008318365624053296,,,2.699617080335471,3.482072248399775,3.0452977383585456,1.232668150565528,1.4539550092843199,1.557557916066303,1.5742846212228214,2.0594125946604933,0.11737890142658317,11.0,False
qp,2,20000,2,generic,20,2,1.9999999242985937,0.0008318365624053296,,,2.2397236953811586,3.2621034954081183,1.7153600047622177,1.6715863094512904,1.959413277113745,2.0559520870561476,2.106424466636005,2.6981367126846463,0.10226753520901395,12.0,False
qp,2,20000,2,norm,10,2,1.9999936748774048,0.0008318365624053296,,,1.7387109957828468,2.1310108064936735,1.9162486632285953,1.6560698606566908,2.2138329984929843,2.3075063563303577,2.4697960787742415,5.979253088096788,0.20556838148125373,7.0,False
qp,2,20000,2,norm,20,2,1.9999999242985937,0.0008318365624053296,,,1.5771580398893583,1.790395104332488,1.753002145047374,2.4668075780359673,2.20912447355396,2.3097129983299527,2.469426141237516,5.978235535369783,0.20561942622735635,7.0,False
qp,2,80000,0,generic,10,2,1.9999998299717165,0.0008318365624053296,,,2.6221552557633356,3.556574353645857,5.825209891706226,1.0766485070014307,1.082603158001291,1.0882471192743473,1.108042023008887,1.3773721792551887,0.06782191708132863,18.0,False
qp,2,80000,0,generic,20,2,1.999999969686514,0.0008318365624053296,,,3.506358319504553,4.688665329780396,8.78030696976031,1.8394647039161283,1.3717271905303283,1.3773605456083673,1.378945335361305,1.4305633112609004,0.11814051401693303,11.0,False
qp,2,80000,0,norm,10,2,1.9999998299717165,0.0008318365624053296,,,1.6740728140082746,1.9955033860919118,0.8201258045106954,1.6560681085937035,2.1085022147792047,2.172885790249529,2.2238735192861663,3.374968769955759,0.2055563300831455,7.0,False
qp,2,80000,0,norm,20,2,1.999999969686514,0.0008318365624053296,,,1.5955634355350365,1.849034135735052,0.7670668577455142,2.465960429829819,2.1082531797396524,2.1725851850089497,2.2239468757988994,3.375620233380435,0.20554910619381472,7.0,False
qp,2,80000,1,generic,10,2,1.9999999577072358,0.0008318365624053296,,,2.68385402935205,3.597952598188948,5.795032181728529,1.0745972316928805,1.0628837512416767,1.066612385799293,1.0847610075808818,1.3493368814205065,0.06687605097356569,19.0,False
qp,2,80000,1,generic,20,2,1.9999998786879807,0.0008318365624053296,,,2.458349745933604,3.4763274315198776,6.2869845240458755,1.6741296588685624,1.9984063846102862,2.021807222859486,2.0395590851558714,2.2461417459289024,0.10263293820216644,12.0,False
qp,2,80000,1,norm,10,2,1.9999999577072358,0.0008318365624053296,,,1.6737126296166627,1.995963126587193,0.8206357105975706,1.6560494741325842,2.1080870649313934,2.172066936319182,2.223179507734767,3.376187669871639,0.20554398835040916,7.0,False
