cfg_id,seed,k,observer,MG,error,window,cycles,max_E,kn,tau,eta
2,1,1,weight_projection,1.071376454275505,0.0713764542755051,4000,1200.0,41,40,2,0.2
2,1,1,gradient_fro,1.0856431277784064,0.08564312777840644,4000,1200.0,41,40,2,0.2
2,1,1,gradient_projection,1.0713781533360192,0.07137815333601916,4000,1200.0,41,40,2,0.2
2,1,1,loss,1.0839061832101589,0.08390618321015886,4000,1200.0,41,40,2,0.2
2,2,1,weight_projection,1.0713780568915567,0.07137805689155674,4000,1200.0,41,40,2,0.2
2,2,1,gradient_fro,1.085630817960213,0.08563081796021299,4000,1200.0,41,40,2,0.2
2,2,1,gradient_projection,1.0713769872282117,0.07137698722821173,4000,1200.0,41,40,2,0.2
2,2,1,loss,1.0839058611250605,0.08390586112506049,4000,1200.0,41,40,2,0.2
2,2,2,weight_projection,2.0733876871990558,0.07338768719905575,4000,1200.0,41,40,2,0.2
2,2,2,gradient_fro,2.118342566253211,0.11834256625321116,4000,1200.0,41,40,2,0.2
2,2,2,gradient_projection,2.230189511743681,0.23018951174368096,4000,1200.0,41,40,2,0.2
2,2,2,loss,2.1131354607786506,0.11313546077865055,4000,1200.0,41,40,2,0.2
2,1,2,weight_projection,2.2162163030186557,0.2162163030186557,4000,1200.0,41,40,2,0.2
2,1,2,gradient_fro,2.0777293689155045,0.07772936891550453,4000,1200.0,41,40,2,0.2
2,1,2,gradient_projection,2.1493253967559487,0.1493253967559487,4000,1200.0,41,40,2,0.2
2,1,2,loss,2.0108770965364835,0.0108770965364835,4000,1200.0,41,40,2,0.2
2,2,3,weight_projection,3.2397334098290242,0.23973340982902425,4000,1200.0,41,40,2,0.2
2,2,3,gradient_fro,3.416680640720533,0.416680640720533,4000,1200.0,41,40,2,0.2
2,2,3,gradient_projection,3.1295776600548986,0.12957766005489857,4000,1200.0,41,40,2,0.2
2,2,3,loss,3.371121881284095,0.37112188128409507,4000,1200.0,41,40,2,0.2
2,1,3,weight_projection,3.134145096373926,0.1341450963739259,4000,1200.0,41,40,2,0.2
2,1,3,gradient_fro,2.9935936562817704,-0.006406343718229568,4000,1200.0,41,40,2,0.2
2,1,3,gradient_projection,2.4314031517049215,-0.5685968482950785,4000,1200.0,41,40,2,0.2
2,1,3,loss,2.923226612902735,-0.07677338709726511,4000,1200.0,41,40,2,0.2
