label,metric,bias,MAE,MRE,sd_seed,rho,factor,level
amp=0.02,LB,1.0338500527127967,1.0338500527127967,0.3825879819143962,0.20683497058379066,0.942857142857143,amp,0.02
amp=0.02,MG,-0.041019585521519596,0.5379422321136463,0.15957550856052952,0.13757299562222794,0.942857142857143,amp,0.02
amp=0.02,PR,-0.9768503860484005,1.500077413565684,0.45892292682573427,0.10484317612086523,0.2,amp,0.02
amp=0.02,TwoNN,-0.05615044015377135,0.5701603328899737,0.18799832559411248,0.20201979158363195,0.7714285714285715,amp,0.02
amp=0.02,roughness,-2.5895028531055875,2.5895028531055875,0.6331727313522432,0.03272956036493393,0.2571428571428572,amp,0.02
amp=0.1,LB,1.06803005674427,1.06803005674427,0.3894577130364906,0.21032260813622528,0.942857142857143,amp,0.1
amp=0.1,MG,-0.012999929393645063,0.5214288831199413,0.15712596232024975,0.13957071667564738,0.942857142857143,amp,0.1
amp=0.1,PR,-0.9751073290538379,1.4994739069383385,0.4590424797828967,0.10498680489610195,0.2,amp,0.1
amp=0.1,TwoNN,-0.01739067001325127,0.5532239169645975,0.18563909811975873,0.21169779544985265,0.7714285714285715,amp,0.1
amp=0.1,roughness,-2.5891529442373047,2.5891529442373047,0.6330297324130432,0.03280753027771175,0.2571428571428572,amp,0.1
amp=0.5,LB,1.567360855122365,1.567360855122365,0.4889839014795146,0.25179356768558603,1.0,amp,0.5
amp=0.5,MG,0.36052586911630446,0.4655730233568746,0.15783360541553443,0.218374082814044,1.0,amp,0.5
amp=0.5,PR,-0.9315323576861397,1.484402378147257,0.4620353367040668,0.10845350047082673,0.2,amp,0.5
amp=0.5,TwoNN,0.4634847252631042,0.5774110859215607,0.20132760375023176,0.30681476985003125,1.0,amp,0.5
amp=0.5,roughness,-2.5804771609393184,2.5804771609393184,0.629497640216544,0.0347094440080597,0.2571428571428572,amp,0.5
cycles=30.0,LB,-0.6962819823468172,1.1415056440638274,0.32842291231076975,0.07451245441710276,0.6571428571428573,cycles,30.0
cycles=30.0,MG,-1.3490426104625255,1.4297198001842244,0.3541180578454332,0.06458317937653418,0.6571428571428573,cycles,30.0
