observer,MAE,max_error,rho,inversions
gradient_fro,2.0566607325854136,5.863160288366437,0.9390977443609021,6.5
loss,2.1062305219558217,5.044570030425687,0.9390977443609022,6.0
output_fro,3.496905006991361,13.189968072160028,0.7075187969924811,7.0
parameter_projection,3.8569836553023666,13.400857521569488,0.6406015037593984,7.5
parameter_fro,4.068232691916707,14.342681634237223,0.5488721804511277,6.0
latent_projection,4.206176883501279,13.644968483025147,0.6052631578947367,8.0
latent_fro,4.24682564739602,13.758900944116142,0.5105263157894737,8.5
