run,column,mid_step,MG,PRdelay,roughness,PR_det,t_gen
mod_wd0,weight_norm,295.0,2.8159976696341418,1.0015398435317266,0.016370832427241255,4.8526665176640815,
mod_wd0,weight_norm,395.0,2.6948409729902822,1.0005402871927116,0.012537771277289564,4.015857671954514,
mod_wd0,weight_norm,495.0,2.4927180425941815,1.000180375347024,0.017821166259778733,4.443096869631254,
mod_wd0,weight_norm,595.0,2.4457997775670877,1.0000881318993862,0.022450613547739594,4.977448997548,
mod_wd0,weight_norm,695.0,2.348010883531574,1.000197913255993,0.026041611564834553,8.871262541890854,
mod_wd0,weight_norm,795.0,2.198596120753254,1.0006343812033447,0.031622050782561396,14.248427790805565,
mod_wd0,weight_norm,895.0,1.953797272230303,1.0008506941154613,0.03780470176709593,17.805174356643768,
mod_wd0,weight_norm,995.0,1.8472261870442426,1.0021411502822575,0.03926242558832903,13.676559114677554,
mod_wd0,weight_norm,1095.0,2.4218534392815156,1.0121276531352303,0.0355533696638306,10.019863898523347,
mod_wd0,weight_norm,1195.0,2.4610902835469726,1.0039559101080544,0.02119754413589779,9.63198745754242,
mod_wd0,weight_norm,1295.0,2.450411975522847,1.0006170082607544,0.016515590817839577,6.760804805834539,
mod_wd0,weight_norm,1395.0,2.7283806090427705,1.000741649857081,0.01366383042505875,7.323353125851355,
mod_wd0,weight_norm,1495.0,2.8116948596187386,1.0004126643844955,0.007540609968823871,14.167955530152774,
mod_wd0,weight_norm,1595.0,2.797052911247333,1.000156097817438,0.003626609123562318,24.333953304207977,
mod_wd0,weight_norm,1695.0,2.764706085341847,1.0000364904151875,0.0043749768381373,30.93166753539493,
mod_wd0,weight_norm,1795.0,2.749669727597161,1.0000109760483895,0.005873349525997295,32.30852531142693,
mod_wd0,weight_norm,1895.0,2.7452380831020697,1.0000133951583017,0.007474112033436886,32.13606189964017,
mod_wd0,weight_norm,1995.0,2.734832045282447,1.0000788698247618,0.009799744674111393,31.97207492829896,
mod_wd0,weight_norm,2095.0,2.689048832576766,1.0001868848841042,0.013400033923920826,30.8856781987828,
mod_wd0,weight_norm,2195.0,2.5145812344254583,1.0002881294352708,0.017940436843120203,29.447816204703862,
mod_wd0,weight_norm,2295.0,2.381944998747491,1.0002240561010152,0.022806467914908857,26.661397052578835,
mod_wd0,weight_norm,2395.0,2.276443902022156,1.000086443086716,0.026940649516001204,23.919450880766647,
mod_wd0,weight_norm,2495.0,2.248745202151326,1.0000206547479435,0.029304872731987192,21.40143749718069,
mod_wd0,weight_norm,2595.0,2.3001353172572347,1.0000773922400727,0.028849555641105522,18.100041922973556,
mod_wd0,weight_norm,2695.0,2.386670511941495,1.0001154527682476,0.025696135593788107,15.641792569781446,
mod_wd0,weight_norm,2795.0,2.4676488562844265,1.0000954802771496,0.02174114897939099,16.204204937721368,
mod_wd0,weight_norm,2895.0,2.5283688239700117,1.000058492699021,0.018108073901215632,14.647386839337695,
mod_wd0,weight_norm,2995.0,2.5751434093842165,1.0000330719020192,0.015304781793279336,12.158927294280463,
mod_wd0,weight_norm,3095.0,2.5945392395533107,1.000020385571546,0.013224451881738432,9.946795841633708,
mod_wd0,weight_norm,3195.0,2.623594695379851,1.0000119878962506,0.01157165394867663,8.780432018773496,
mod_wd0,weight_norm,3295.0,2.6328172006222212,1.0000083232617054,0.010362434827843634,7.045364677100768,
mod_wd0,weight_norm,3395.0,2.638330894860264,1.000005128253561,0.009348102589498647,6.757559130318367,
mod_wd0,weight_norm,3495.0,2.6491332048622644,1.000003717977281,0.008520852456079564,6.846886062392221,
mod_wd0,weight_norm,3595.0,2.6616801171295688,1.0000028051391727,0.007857950117458845,7.260610795561492,
mod_wd0,weight_norm,3695.0,2.667403330959006,1.0000019944263352,0.007260087494724578,6.702986367191585,
mod_wd0,weight_norm,3795.0,2.6679870818520315,1.0000014881842754,0.006764170090608358,6.102057142179172,
mod_wd0,weight_norm,3895.0,2.739842774005353,1.0000012488804717,0.006342334302801285,6.158207607651066,
mod_wd0,weight_norm,3995.0,2.7417597627323027,1.000000892191637,0.005955718013009991,6.964717659942794,
mod_wd0,weight_norm,4095.0,2.7432956308623195,1.000000815921706,0.00562326851017229,5.455894902363609,
mod_wd0,weight_norm,4195.0,2.744656526437629,1.0000006574468991,0.005320551346773914,5.027827892165433,
mod_wd0,weight_norm,4295.0,2.746255836598279,1.000000467585667,0.0050471966629117015,5.437491101708489,
mod_wd0,weight_norm,4395.0,2.7480629181624012,1.0000004014092012,0.004811812635222805,4.861274739032472,
mod_wd0,weight_norm,4495.0,2.7506057013856022,1.0000003348572661,0.004596873019180932,4.675897184425446,
mod_wd0,weight_norm,4595.0,2.75295029722142,1.0000003433381504,0.004397484672463269,4.507789335809935,
mod_wd0,weight_norm,4695.0,2.754978918445191,1.0000002930175473,0.004206568935336806,5.384348346922295,
mod_wd0,weight_norm,4795.0,2.7571655375256787,1.0000002548328557,0.0040339714258499845,5.039073961664521,
mod_wd0,weight_norm,4895.0,2.7589099159669623,1.0000002195051774,0.003879287875460669,5.1589424311768495,
mod_wd0,weight_norm,4995.0,2.7606998381376817,1.0000001736593693,0.0037373724521876715,4.698008858079952,
mod_wd0,weight_norm,5095.0,2.762158462082547,1.0000001565597059,0.0035975279120259358,5.169235503397794,
mod_wd0,weight_norm,5195.0,2.7634908851911133,1.0000001163180474,0.003469166768473037,5.2965041638058725,
mod_wd0,weight_norm,5295.0,2.7640271646344314,1.0000001406867203,0.003359149086305223,5.411251075712483,
mod_wd0,weight_norm,5395.0,2.7638603576486798,1.0000001631143411,0.003259630422479288,6.744147946549896,
mod_wd0,weight_norm,5495.0,2.764033095688065,1.0000001410773178,0.0031437993918665297,5.435333758827436,
mod_wd0,weight_norm,5595.0,2.7642219533261336,1.0000001176542814,0.003052863173067192,7.538483736602943,
mod_wd0,weight_norm,5695.0,2.7639987695437105,1.0000001417606466,0.0029647498869512573,6.097776761719988,
mod_wd0,weight_norm,5795.0,2.763762013325476,1.0000001576057316,0.00288378645526801,6.068166226374675,
mod_wd0,weight_norm,5895.0,2.763848415695252,1.0000001304133666,0.002800502122887776,5.418412584183783,
mod_wd0,weight_norm,5995.0,2.764068748782041,1.0000001040674202,0.002739933610956568,5.123091517654785,
mod_wd0,weight_norm,6095.0,2.763725911341102,1.000000108830638,0.00263811899161938,5.517645612146845,
