seed,centre,truth,MG,roughness,PRdelay,specPR,degenerate
0,1999.5,4.0,4.123057069882696,0.0908074582073782,2.195749680133807,9.574935036043497,False
0,2399.5,4.0,3.8409548508443967,0.09093575171229083,2.195336210093918,8.10577918470543,False
0,2799.5,4.0,3.8757860999563456,0.09076817685352465,2.1936242888430075,9.671078651167887,False
0,3199.5,4.0,3.6530042933082854,0.09060109037753444,2.1996083150396006,10.066694713944031,False
0,3599.5,4.0,3.700277318503196,0.09068693922517873,2.192328711374709,8.669763775374266,False
0,3999.5,4.0,3.8874618822265194,0.09067141447204571,2.198152902317142,9.190417743209556,False
0,4399.5,4.0,4.133703648114674,0.09043741228171681,2.2075758649571258,10.543555175225961,False
0,4799.5,4.0,3.9819330340959063,0.09051709944694268,2.2060359330278665,9.934684210995584,False
0,5199.5,4.0,4.132996017986734,0.09081646448794997,2.1931582628772515,8.414567266954583,False
0,5599.5,4.0,4.1911908963346605,0.09071291157379305,2.1910173543895652,9.38387764871546,False
0,5999.5,4.0,4.381842324016941,0.0908027502101832,2.204669004923381,10.333355245502004,False
0,6399.5,4.0,4.2116727481788985,0.09078532758803973,2.1927807800395076,7.929002772522598,False
0,6799.5,4.0,4.103501691865814,0.09069976984765843,2.184522267692015,8.758770495366635,False
0,7199.5,4.0,3.9257217621326976,0.09057345492675596,2.1954682433412573,9.604513230112433,False
0,7599.5,4.0,3.920352054674199,0.09064025191536187,2.1848772583889606,8.496922414569326,False
0,7999.5,4.0,3.9476252230878286,0.09070082929176221,2.1936961494797016,8.288840730874377,False
0,8399.5,4.0,4.22485669512763,0.09073675276786988,2.209318364662895,10.59889184202445,False
0,8799.5,4.0,4.112964852782137,0.09068735102865032,2.1966921445293797,9.739025937760298,False
0,9199.5,4.0,4.132150645498325,0.09082228064325239,2.1937379638878367,8.412923634359537,False
0,9599.5,4.0,4.344329290803553,0.09061982461441173,2.205225716225713,9.798003887795636,False
0,9999.5,4.0,4.324069199387144,0.08989846818329911,2.22836005482237,9.733870939101285,False
0,10399.5,4.0,4.633262144875617,0.09051042087541113,2.3130367306489754,8.773954170933882,False
0,10799.5,4.0,4.08954655353136,0.09112789953060901,2.483389325432328,9.392967450254687,False
0,11199.5,4.0,3.2472006837711507,0.09054759151389907,2.7533183298308903,13.090011015592665,False
0,11599.5,,2.7206787499466003,0.09059380126506979,3.042948063895142,13.490029908543352,False
0,11999.5,,2.1317600960123815,0.09037715190508415,3.218278233901963,13.134881846817088,False
0,12399.5,,1.7128284077087472,0.09107188228919999,3.510343501617377,16.11932836557882,False
0,12799.5,1.0,1.6898282013996722,0.09039634101067857,3.7706465288576974,13.676667849853986,False
0,13199.5,1.0,1.3539642207631888,0.09064914666592268,3.9937456850721507,10.192000892457129,False
0,13599.5,1.0,1.3036143102035085,0.09079792721673338,4.151153024350716,8.090697668594746,False
0,13999.5,1.0,1.0700949208829047,0.09086167981564276,4.189857892374968,6.652681921482525,False
0,14399.5,1.0,1.0312849278884397,0.09054975457494978,4.209383565772817,6.57460185329365,False
0,14799.5,1.0,1.0936940416349579,0.09015691316234006,4.2152097939560935,6.573550923411062,False
0,15199.5,1.0,1.0936953414116442,0.09071542288519446,4.228440055369577,6.855754779545065,False
0,15599.5,1.0,1.0935913476760546,0.09075094501623872,4.228880183674969,6.847076975845072,False
0,15999.5,1.0,1.093608058882875,0.09131428989798014,4.2303594678477765,6.852659468173357,False
0,16399.5,1.0,1.0934652849832127,0.09089536361650484,4.2280908655023275,6.692944554616342,False
0,16799.5,1.0,1.0934828997223425,0.09059506151990813,4.210934581766015,6.649070581618193,False
0,17199.5,1.0,1.09361910309836,0.09037263731367053,4.21103309424311,6.576849280157344,False
0,17599.5,1.0,1.0936750355867828,0.09054183167962335,4.228274581873085,6.80569071476603,False
0,17999.5,1.0,1.0936342423652283,0.0906016289757904,4.228850291711451,6.847719558175896,False
0,18399.5,1.0,1.0936603535523817,0.09142841539074269,4.228409810793972,6.886568188815247,False
0,18799.5,1.0,1.0935105009533028,0.09085467131338158,4.230543534475633,6.693040414444057,False
0,19199.5,1.0,1.0934796685106198,0.0906748910611117,4.213567401095346,6.678459726230739,False
0,19599.5,1.0,1.0935962951026097,0.09025182358754642,4.207533387316806,6.560262381770594,False
0,19999.5,1.0,1.0936466566245682,0.09008683955816366,4.226096188710863,6.694484771999719,False
0,20399.5,1.0,1.0935775224319042,0.09042926153762222,4.229311729688195,6.843878776626028,False
0,20799.5,1.0,1.0936343525275638,0.09094861004636226,4.228325603558275,6.854852978729833,False
0,21199.5,1.0,1.0935925493552197,0.09068164755988861,4.23142270485122,6.706027233829634,False
0,21599.5,1.0,1.0022934569283015,0.09081945610920739,4.214485134222395,6.629713307001123,False
0,21999.5,1.0,1.0843222033680404,0.09040979195102536,4.184107616531941,6.345723283358836,False
0,22399.5,1.0,1.33307363343767,0.09033578145497233,4.127511893995412,6.928870172740741,False
0,22799.5,1.0,1.3486451798063726,0.09079155990591657,3.9525937850695,8.04797782997603,False
0,23199.5,1.0,1.7091734429327607,0.09072587359833507,3.8454182594684463,9.409115973263814,False
0,23599.5,,1.7818781651724802,0.09089213146718828,3.551323202337283,9.619752877634088,False
0,23999.5,,2.22030144459707,0.0913187967635343,3.2347076560180508,11.999759345010686,False
0,24399.5,,2.7421103056685006,0.09082575503995591,3.0093387422882714,13.075669912240793,False
0,24799.5,4.0,3.3503293981733497,0.09068769119386841,2.7945389676551193,12.12123474928508,False
0,25199.5,4.0,4.293463951264532,0.0913935981201562,2.510683314830642,11.357513028446515,False
0,25599.5,4.0,4.626939575837431,0.09081455601346411,2.30224120522003,9.319046890548785,False
0,25999.5,4.0,4.533185716047767,0.09059992626548831,2.2127124299556375,9.106010582067357,False
0,26399.5,4.0,4.404637272346263,0.09065073909052161,2.199159986888078,9.99846567013699,False
0,26799.5,4.0,4.3948831716132,0.09072627588598209,2.191035387926549,8.048001392645743,False
0,27199.5,4.0,4.3905617187587005,0.0907597193858962,2.189477125043248,8.708700839728344,False
0,27599.5,4.0,4.21973597802889,0.0906979937283961,2.1970826848314906,9.655333161622977,False
0,27999.5,4.0,4.119552360343896,0.09068226895357329,2.1837981119616092,8.700689292014331,False
0,28399.5,4.0,4.074710839743023,0.09084038751448564,2.19467531971254,8.261473452185333,False
0,28799.5,4.0,4.2518667613004615,0.09049041604067956,2.2117468685831763,10.417345480352038,False
0,29199.5,4.0,4.033249618740373,0.09058908342573964,2.192755028040838,9.88926023736429,False
0,29599.5,4.0,3.940370754733017,0.0907582180728331,2.195992540297482,8.724348553762225,False
0,29999.5,4.0,3.9384822573910006,0.09062661973248404,2.2032496457746467,9.705353077768704,False
0,30399.5,4.0,4.160559281235537,0.09056615408365695,2.2031652231818812,10.204939411357213,False
0,30799.5,4.0,4.071098410799167,0.09092807685395007,2.2024850907134192,9.288439094656713,False
0,31199.5,4.0,4.110216388435017,0.09084805708775215,2.1934935408648926,8.66998823744823,False
0,31599.5,4.0,4.1203361692640765,0.09069738279968975,2.1906784289116286,9.509936999226483,False
0,31999.5,4.0,4.140514637260569,0.09041273709649611,2.1868495065714204,9.078186451877299,False
0,32399.5,4.0,3.9362741529372487,0.09084935650311853,2.1948233614932255,8.076731940465503,False
0,32799.5,4.0,4.118334803864602,0.09043937652051572,2.1963132783245243,9.314804767521276,False
0,33199.5,4.0,4.066482464163279,0.09055344878060521,2.1833317381743376,9.119185846432968,False
0,33599.5,4.0,4.1109801704881885,0.09082321930782619,2.1952099152755062,8.960757574995489,False
0,33999.5,4.0,4.184374434128093,0.09095636065900531,2.204966070660209,9.10249309641052,False
1,1999.5,4.0,3.746195527507986,0.08801247765413947,2.230257477646159,8.933786516127846,False
1,2399.5,4.0,3.7693583674886493,0.08838765916741728,2.2369130252370084,9.131321935353961,False
1,2799.5,4.0,3.7620508911093102,0.08831924982089824,2.2364148979282565,8.055576999537848,False
1,3199.5,4.0,3.7529435771559445,0.08831624711593843,2.2400364965293087,9.58512988019397,False
1,3599.5,4.0,3.6706846741151997,0.08804405030625301,2.222342379019501,8.791842951214454,False
1,3999.5,4.0,3.644416461180439,0.08828674153924938,2.2375038338073794,8.349655943493012,False
1,4399.5,4.0,3.911972451889013,0.08781286917588126,2.25098521931277,9.450454288592383,False
1,4799.5,4.0,3.9087425445442414,0.087919777341208,2.2297661285871713,8.612082198662097,False
1,5199.5,4.0,3.856008984044458,0.08812010531360745,2.2457916660241177,9.282766835998887,False
1,5599.5,4.0,3.8376935499169638,0.08833418937655743,2.2423760567378337,9.024267719098095,False
1,5999.5,4.0,4.039856771346051,0.088008859362406,2.23118861927887,8.715148005490878,False
1,6399.5,4.0,4.382632112518669,0.08814670470629744,2.252138889175925,9.95446724392744,False
1,6799.5,4.0,4.19730525369423,0.08828517764513985,2.2375749950463444,8.280749558554817,False
1,7199.5,4.0,4.304339229205349,0.08819437942191996,2.2289750058609092,8.949552234645875,False
1,7599.5,4.0,4.071345830613753,0.08798725583646978,2.229189708970566,9.129521597057714,False
1,7999.5,4.0,4.188911117412328,0.0882533675922391,2.236841878857566,8.398752451317192,False
1,8399.5,4.0,3.860074371215833,0.08821720621812815,2.2414664956865784,8.603428303589226,False
1,8799.5,4.0,3.9334774562130317,0.08799390486314661,2.225979358578567,8.755910127549777,False
1,9199.5,4.0,3.8706120220464983,0.08825649270028528,2.24132018963295,9.4163775774238,False
1,9599.5,4.0,3.844330750884746,0.08823932894430368,2.2399662804207607,8.427743182387102,False
1,9999.5,4.0,3.881110986709238,0.08827992830273104,2.2475579009077657,8.663291433505709,False
1,10399.5,4.0,4.181401580201957,0.08760710403054445,2.3285515808866886,9.700558415736706,False
1,10799.5,4.0,3.9945512114853514,0.08788095135689442,2.448821405972299,10.454573254668516,False
1,11199.5,4.0,3.1917196222387987,0.08848786272701152,2.6095386012931114,10.947334952622896,False
1,11599.5,,2.6048619115707905,0.08803251709295816,2.8178246001776786,12.899716330373147,False
1,11999.5,,2.2430900861471237,0.08785656340605805,2.9884548817723635,17.022573630942528,False
1,12399.5,,1.8642130355661546,0.08854822979575527,3.1351439377379697,15.713415530876429,False
1,12799.5,1.0,1.7616091292113105,0.0882984153059143,3.2889650164836848,10.169431576540005,False
1,13199.5,1.0,1.6211287794401252,0.08811684443456179,3.55323769661399,5.3884870560248865,False
1,13599.5,1.0,1.461878205689408,0.08805003577267442,3.6733290356631354,4.864714756594951,False
1,13999.5,1.0,1.3279924335624045,0.08837996867349265,3.732792003209486,3.952527398225,False
1,14399.5,1.0,1.2257961380093358,0.0881969472651116,3.7716969154242324,3.9484730855037182,False
1,14799.5,1.0,1.147469618030501,0.08830720474975368,3.779456434430894,3.959202139943774,False
1,15199.5,1.0,1.147475942333118,0.08832417758869754,3.7789267538218674,3.9592590014870526,False
1,15599.5,1.0,1.1474816106751935,0.08833899135622558,3.77841658610419,3.959281156063077,False
1,15999.5,1.0,1.1474867650884182,0.08835134164904661,3.777928198636607,3.9592669346736202,False
1,16399.5,1.0,1.147491374606193,0.08836097162714257,3.7774633601407954,3.959215340631964,False
1,16799.5,1.0,1.1474952358660613,0.08836767726950501,3.777023309782226,3.9591260548895,False
1,17199.5,1.0,1.1474985557432316,0.08837131153473828,3.7766087365975687,3.9589994306952185,False
1,17599.5,1.0,1.147501091094649,0.08837178733484463,3.776219769728491,3.958836477882144,False
1,17999.5,1.0,1.1475029308111704,0.08836907925687648,3.775855979710673,3.9586388371881345,False
1,18399.5,1.0,1.1475043004863414,0.08836322399522567,3.7755163908497718,3.9584087451118535,False
1,18799.5,1.0,1.14750482707017,0.08835431948637647,3.775199504497702,3.9581489898832665,False
1,19199.5,1.0,1.1475047071767261,0.08834252276723092,3.7749033328259363,3.9578628591991567,False
