step,lr,lambda_max,ritz_residual,hvp_count,hessian_seconds,gd_ratio,activation_pr,activation_seconds,gradient_proxy,gradient_seconds
127,0.003,15.072484970092773,8.395560269570514e-06,31,0.7243030001409352,,5.317424297332764,0.0024350001476705074,2.395456552505493,0.015069900080561638
255,0.003,40.04330825805664,1.1345297034549821e-05,31,0.5350470000412315,,6.21336030960083,0.0022772999946027994,3.154444694519043,0.012046399991959333
383,0.003,70.24238586425781,1.2015802707388776e-05,31,0.5278563001193106,,7.336675643920898,0.0030135000124573708,2.3283843994140625,0.011813600081950426
511,0.003,69.209228515625,1.3600551137701117e-05,31,0.5354607999324799,,7.949492454528809,0.0025885000359266996,2.6009204387664795,0.01209129998460412
639,0.003,125.80807495117188,3.1354548713997015e-05,31,0.5312971998937428,,8.323264122009277,0.0022555000614374876,1.8985490798950195,0.013944599777460098
767,0.003,84.24790954589844,1.0136057547847537e-05,31,0.5608892999589443,,9.094971656799316,0.0036754999309778214,2.1923868656158447,0.015692600049078465
895,0.003,140.7028350830078,4.221600828055945e-05,31,0.5315698999911547,,9.40479564666748,0.0022452000994235277,3.3884453773498535,0.012229900108650327
1023,0.003,96.63282012939453,2.3995725051936133e-05,31,0.5319515999872237,,9.434928894042969,0.0022380000445991755,2.7509140968322754,0.011692600091919303
1151,0.003,115.25526428222656,2.324055592000156e-05,31,0.5287189998198301,,9.737886428833008,0.0023010000586509705,1.7837058305740356,0.012352900113910437
1279,0.003,116.81160736083984,4.1340585883440186e-05,31,0.5509941000491381,,10.118742942810059,0.002287300070747733,3.034118413925171,0.011867299908772111
1407,0.003,133.03668212890625,2.2123696331269323e-05,31,0.5326110001187772,,10.433354377746582,0.002722900127992034,2.869274854660034,0.0113001000136137
1535,0.003,130.55052185058594,2.1895197415989958e-05,31,0.5325056998990476,,10.3624849319458,0.0021957000717520714,3.4003593921661377,0.012803900055587292
1663,0.00030000000000000003,92.88130187988281,2.275273736831383e-05,31,0.5350075999740511,,11.200663566589355,0.0029498999938368797,5.089935779571533,0.01315489993430674
1791,0.00030000000000000003,90.24817657470703,1.4099947541849897e-05,31,0.5351315999869257,,11.222195625305176,0.002265899907797575,4.7656025886535645,0.012036499800160527
1919,0.00030000000000000003,104.6909408569336,1.898766985853076e-05,31,0.5365381001029164,,11.300918579101562,0.0023215999826788902,4.507247447967529,0.0124998998362571
2047,0.00030000000000000003,111.73310852050781,1.6583331015402368e-05,31,0.5331335000228137,,11.40788459777832,0.002270699944347143,4.438796043395996,0.01159929996356368
2175,0.00030000000000000003,117.05345916748047,1.821604369963844e-05,31,0.7373327000532299,,11.423385620117188,0.002894200151786208,4.472644805908203,0.012299699941650033
2303,0.00030000000000000003,133.1330108642578,1.8503354899357866e-05,31,0.7205340000800788,,11.41939926147461,0.003214099910110235,3.7170450687408447,0.015310300048440695
2431,0.00030000000000000003,130.9211883544922,1.9569558082636614e-05,31,0.7876177001744509,,11.564664840698242,0.004041600041091442,3.974745750427246,0.02093319990672171
2559,0.00030000000000000003,148.36375427246094,2.2975000893002506e-05,31,0.704513099975884,,11.443636894226074,0.003548800013959408,3.8550195693969727,0.019884300185367465
2687,0.00030000000000000003,128.8655548095703,1.682972470055725e-05,31,0.7659287001006305,,11.617105484008789,0.004083799896761775,4.0166497230529785,0.020937800174579024
2815,0.00030000000000000003,137.88011169433594,1.9763296788392636e-05,31,0.7066201998386532,,11.560050010681152,0.003293899819254875,3.3446574211120605,0.014885100070387125
2943,0.00030000000000000003,164.2451171875,2.1095410889254692e-05,31,0.7474750999826938,,11.588546752929688,0.003686599899083376,2.8245935440063477,0.019463300006464124
3071,0.00030000000000000003,158.09230041503906,1.9573661762238324e-05,31,0.7741595001425594,,11.841806411743164,0.0038273001555353403,3.870471954345703,0.014458100078627467
