step,lr,lambda_max,ritz_residual,hvp_count,hessian_seconds,gd_ratio,activation_pr,activation_seconds,gradient_proxy,gradient_seconds
127,0.003,15.072484970092773,8.395560269570514e-06,31,0.5188858001492918,,5.317424297332764,0.002176000038161874,2.395456552505493,0.012223999947309494
255,0.003,40.04330825805664,1.1345297034549821e-05,31,0.5105454998556525,,6.21336030960083,0.0020254000555723906,3.154444694519043,0.01116779982112348
383,0.003,70.24238586425781,1.2015802707388776e-05,31,0.5276959000620991,,7.336675643920898,0.002131200162693858,2.3283843994140625,0.010779100004583597
511,0.003,69.209228515625,1.3600551137701117e-05,31,0.5270744999870658,,7.949492454528809,0.002850299933925271,2.6009204387664795,0.010836099972948432
639,0.003,125.80807495117188,3.1354548713997015e-05,31,0.513202500063926,,8.323264122009277,0.002044500084593892,1.8985490798950195,0.011053799884393811
767,0.003,84.24790954589844,1.0136057547847537e-05,31,0.5042038999963552,,9.094971656799316,0.0020409999415278435,2.1923868656158447,0.011205000104382634
895,0.003,140.7028350830078,4.221600828055945e-05,31,0.5113758000079542,,9.40479564666748,0.0025360998697578907,3.3884453773498535,0.010297599947080016
1023,0.003,96.63282012939453,2.3995725051936133e-05,31,0.5141410999931395,,9.434928894042969,0.002599800005555153,2.7509140968322754,0.01107169990427792
1151,0.003,115.25526428222656,2.324055592000156e-05,31,0.5089575999882072,,9.737886428833008,0.0027302000671625137,1.7837058305740356,0.013059700140729547
1279,0.003,116.81160736083984,4.1340585883440186e-05,31,0.5060463000554591,,10.118742942810059,0.0025245998986065388,3.034118413925171,0.010782599914819002
1407,0.003,133.03668212890625,2.2123696331269323e-05,31,0.5255101998336613,,10.433354377746582,0.002252300037071109,2.869274854660034,0.011988000012934208
1535,0.003,130.55052185058594,2.1895197415989958e-05,31,0.5081452999729663,,10.3624849319458,0.002363000065088272,3.4003593921661377,0.010918899904936552
1663,0.003,196.70477294921875,2.087034961770248e-05,31,0.5182904999237508,,10.672571182250977,0.0021196999587118626,2.0167558193206787,0.011244900058954954
1791,0.003,154.4158935546875,2.9013218758414817e-05,31,0.5212232999037951,,10.50933837890625,0.002072300063446164,2.6360514163970947,0.01082650013267994
1919,0.003,109.84857177734375,1.9267833027699603e-05,31,0.5164809999987483,,11.32050895690918,0.0020698001608252525,3.114198684692383,0.010797000024467707
2047,0.003,151.8975830078125,4.640670602300903e-05,31,0.6940283998847008,,11.438610076904297,0.005374199943616986,1.971522331237793,0.028604499995708466
2175,0.003,115.2940673828125,1.8924814394044606e-05,31,0.5286936999764293,,11.708022117614746,0.0021928998176008463,2.146008253097534,0.011024100007489324
2303,0.003,148.20211791992188,1.944178630793524e-05,31,0.5324042001739144,,11.481718063354492,0.00225939997471869,1.921081781387329,0.011540100211277604
2431,0.003,125.5677490234375,2.571257543492965e-05,31,0.5202667000703514,,11.483962059020996,0.00214969995431602,2.933274984359741,0.012009999947622418
2559,0.003,90.4895248413086,1.995747326482821e-05,31,0.5222201999276876,,11.541606903076172,0.0022205000277608633,3.2880899906158447,0.011992400046437979
2687,0.003,71.31909942626953,3.301405885439282e-05,31,0.5473133001942188,,11.70355224609375,0.0022085001692175865,2.7869157791137695,0.011991600040346384
2815,0.003,113.3613052368164,2.575656874399838e-05,31,0.5541383000090718,,12.676671028137207,0.0023026999551802874,2.6668951511383057,0.012696099933236837
2943,0.003,103.46874237060547,3.228552159715614e-05,31,0.5191428000107408,,12.180761337280273,0.0022121998481452465,2.460675001144409,0.011235400103032589
3071,0.003,124.90425872802734,1.717808978122667e-05,31,0.6910630001220852,,11.796208381652832,0.0034495999570935965,1.5596373081207275,0.021750299958512187
