system,k,seed,observer,truth,verified,effective_rank,resonance_margin,n_windows,frac_degenerate,MG,MG_sd,LB,LB_sd,TwoNN,TwoNN_sd,PRdelay,PRdelay_sd,specPR64,specPR64_sd,specPR256,specPR256_sd,specPR1024,specPR1024_sd,specPR0,specPR0_sd,roughness,roughness_sd,acorr,acorr_sd,tau_used,theiler_used
digits_function,1,0,parameter_fro,1.0,True,1.0,0.2352616075301196,7,0.0,0.9704780094261489,2.3143468022934598e-05,0.9775034770239811,2.1081518867963894e-05,0.323060647202381,7.791345849867528e-05,1.9694199247856088,4.191627240691791e-05,1.0028555441824654,2.0049084282110876e-05,1.0045518843827004,2.142028904890589e-06,1.0372979839022787,2.171145205813867e-05,1.0583724747860959,6.059934756192796e-06,1.3472457328455802,1.3913079807803756e-05,1.0,0.0,4.0,76.0
digits_function,1,0,parameter_projection,1.0,True,1.0,0.2352616075301196,7,0.0,0.9704662239483614,4.0481041549593445e-05,0.9774906824479493,3.5925580276072126e-05,0.322997982254068,0.00012500920333282593,1.9694047564907742,4.191260248405126e-05,1.00284717989846,1.998326778621062e-05,1.0045434754653564,2.063047928500851e-06,1.0372892777611509,2.1764613334541128e-05,1.058363620906576,6.109464156588999e-06,1.3472420528903797,1.3847344093337123e-05,1.0,0.0,4.0,76.0
digits_function,1,0,latent_fro,1.0,True,1.0,0.2352616075301196,7,0.0,0.970479567800911,2.25104232482179e-05,0.9775050816430451,2.0728313854108893e-05,0.323030148297352,8.269005107962224e-05,1.9694047566450394,4.191260180462123e-05,1.0028471759143442,1.9984536154646874e-05,1.0045434718408066,2.0651640412701303e-06,1.0372892677563514,2.176253328036256e-05,1.0583636044585185,6.112274456872949e-06,1.347242052850699,1.3847507406729134e-05,1.0,0.0,4.0,76.0
digits_function,1,0,latent_projection,1.0,True,1.0,0.2352616075301196,7,0.0,0.9704733778656747,3.530697442161929e-05,0.9775000061871294,3.2265027726753426e-05,0.32305951533498106,0.00012563016319956378,1.9694047565566561,4.1912619329605485e-05,1.0028471788463957,1.998481291903478e-05,1.004543475735899,2.064838929093239e-06,1.037289251814756,2.1760388174155794e-05,1.0583635855898246,6.1142695354355115e-06,1.3472420527617481,1.384717330899158e-05,1.0,0.0,4.0,76.0
digits_function,1,0,gradient_fro,1.0,True,1.0,0.2352616075301196,7,0.0,0.8816537749523958,0.0004637163718013995,0.8855221027166135,0.0004698534807607168,1.3120332676873285,0.0006627944538497148,2.198015039189452,0.00031222335555955135,1.1106419140324155,0.0003457363225407689,1.1602083905647815,0.0005981233987955242,1.182516328536322,0.00026485610874690276,1.3852862381600766,0.000391762359188095,1.9513784228260267,8.022300409006557e-05,1.0,0.0,4.0,76.0
digits_function,1,0,gradient_projection,1.0,True,1.0,0.2352616075301196,7,0.0,0.9704856166910222,2.152450666971358e-05,0.9775119854848638,1.9493472651191387e-05,0.3230923731910463,7.110734410147245e-05,1.9694294250282818,4.1141200021885744e-05,1.0028545920403407,1.9474998496816218e-05,1.0045530013020891,1.8998126197507915e-06,1.037301904364204,2.154531730886515e-05,1.0583746092234765,6.183581311587026e-06,1.3472438418032535,1.3417902521234046e-05,1.0,0.0,4.0,76.0
digits_function,1,0,output_fro,1.0,True,1.0,0.2352616075301196,7,0.0,0.9704684542189048,2.4134945055360953e-05,0.9774951511808131,2.2607074563390078e-05,0.3230252738086979,8.80751846777972e-05,1.9694050172091562,4.191218346528853e-05,1.0028472609424592,1.997526313292421e-05,1.0045435515413292,2.0563590982259367e-06,1.0372893536466496,2.177020150469104e-05,1.0583636902423845,6.119090303079449e-06,1.3472420407988237,1.3839495226715814e-05,1.0,0.0,4.0,76.0
digits_function,1,0,output_projection,1.0,True,1.0,0.2352616075301196,7,0.0,0.9704732092218175,2.0280611599194787e-05,0.9775033908142762,1.7726802455511957e-05,0.32307962162490106,6.819864522442459e-05,1.969440610937605,4.1918641291985966e-05,1.002866618053126,2.0085272605026926e-05,1.0045629960645794,2.1989501793551176e-06,1.0373094918325072,2.1688533386314262e-05,1.0583841907215008,6.043043616455268e-06,1.3472503251281325,1.3952069869752107e-05,1.0,0.0,4.0,76.0
digits_function,1,0,loss,1.0,True,1.0,0.2352616075301196,7,0.0,0.8585554035572993,2.3037468641438708e-05,0.8621537981386056,2.3398220223455993e-05,2.703273991986292,0.004082887581781525,1.9933670842195361,4.9737385241400854e-05,1.0058314168449536,0.00025803170957807743,1.05065892184706,0.0004715547710678941,1.0706714649953721,0.00017185183387870634,1.253594015391898,0.00028179322637137197,1.9914372761595431,2.7202859876524223e-05,1.0,0.0,4.0,76.0
digits_function,1,1,parameter_fro,1.0,True,1.0,0.2349964624126124,7,0.0,1.1438831846862794,1.7659884797624353e-06,1.1461801401279608,1.6612792826845196e-06,3.099074039044145,0.0003233180538064285,1.9671561550186216,1.0438222877923488e-05,1.0003887045492488,8.513845154496479e-07,1.000512406919192,3.0132199738249916e-07,1.0016797210450838,2.0249123191746e-07,1.0052885148634723,8.130493178891104e-08,1.3460235286557467,2.5600570666938287e-05,1.0,0.0,4.0,76.0
digits_function,1,1,parameter_projection,1.0,True,1.0,0.2349964624126124,7,0.0,1.1438826575329084,3.1342810102801093e-06,1.1461793458812406,2.8446378378296203e-06,3.0990655453166926,0.0002606530797128811,1.9671472745611607,1.0447928806994859e-05,1.0003841522521095,8.392552550860723e-07,1.0005078517014863,2.8592485195712624e-07,1.0016751595749667,1.8719415338662814e-07,1.0052839342343534,6.504128250345441e-08,1.3460211870329373,2.5681971359704345e-05,1.0,0.0,4.0,76.0
digits_function,1,1,latent_fro,1.0,True,1.0,0.2349964624126124,7,0.0,1.1438842002912404,2.8966832413957065e-06,1.1461809277084831,2.7608480794082215e-06,3.098729739162056,0.0006839418673289158,1.9671472747794982,1.0447863884697071e-05,1.0003841523769763,8.394628845282062e-07,1.0005078517163941,2.859479095225707e-07,1.001675162297648,1.8671097508663882e-07,1.0052839359673134,6.485610040924905e-08,1.3460211869514767,2.56820175102166e-05,1.0,0.0,4.0,76.0
digits_function,1,1,latent_projection,1.0,True,1.0,0.2349964624126124,7,0.0,1.1438830769203456,2.440420606251916e-06,1.1461806213980295,2.335006687534842e-06,3.098935704360773,0.00037676399795114057,1.9671472747945118,1.0447989258558026e-05,1.0003841522426689,8.395980750928491e-07,1.000507851442818,2.861272185978274e-07,1.0016751579829637,1.8716273296232625e-07,1.0052839365586657,6.539528339526733e-08,1.3460211868046534,2.5681921193202902e-05,1.0,0.0,4.0,76.0
