cfg_id,seed,k,observer,MG,error,roughness,theiler,functional_rank,functional_ratio,trajectory_rank,trajectory_pr,trajectory_ratio,update_rank,update_pr,update_ratio,mean_accuracy,min_accuracy,resonance_margin,window,cycles,max_E,kn,tau,eta
2,0,2,gradient_fro,2.6571429755110603,0.6571429755110603,1.9251045242125937,48,2,0.9994959708645321,2,1.9966120501636038,0.9596216812271415,2,1.9353602107481909,0.8312444883292797,0.99,0.99,0.00212413854328819,5000,1200.0,25,40,2,0.12
2,0,2,gradient_projection,2.6166390039352314,0.6166390039352314,1.3524643851100937,48,2,0.9994959708645321,2,1.9966120501636038,0.9596216812271415,2,1.9353602107481909,0.8312444883292797,0.99,0.99,0.00212413854328819,5000,1200.0,25,40,2,0.12
2,0,2,output_fro,2.161247474479376,0.16124747447937615,1.3226025614908181,48,2,0.9994959708645321,2,1.9966120501636038,0.9596216812271415,2,1.9353602107481909,0.8312444883292797,0.99,0.99,0.00212413854328819,5000,1200.0,25,40,2,0.12
2,0,2,output_projection,2.547910629894424,0.5479106298944241,1.3560106945165675,48,2,0.9994959708645321,2,1.9966120501636038,0.9596216812271415,2,1.9353602107481909,0.8312444883292797,0.99,0.99,0.00212413854328819,5000,1200.0,25,40,2,0.12
2,0,2,loss,2.3059894536073857,0.3059894536073857,1.978889312662734,48,2,0.9994959708645321,2,1.9966120501636038,0.9596216812271415,2,1.9353602107481909,0.8312444883292797,0.99,0.99,0.00212413854328819,5000,1200.0,25,40,2,0.12
2,0,3,parameter_fro,2.8751527358529185,-0.12484726414708147,1.2130570883951697,48,3,0.9987395288792182,3,2.936698023899595,0.8349862086490311,3,2.9275092733079817,0.825079377304995,0.99,0.99,0.00212413854328819,5000,1200.0,25,40,2,0.12
2,0,3,parameter_projection,2.8971341350961497,-0.1028658649038503,1.479177672670425,48,3,0.9987395288792182,3,2.936698023899595,0.8349862086490311,3,2.9275092733079817,0.825079377304995,0.99,0.99,0.00212413854328819,5000,1200.0,25,40,2,0.12
2,0,3,latent_fro,3.6397259344738044,0.6397259344738044,1.510184760497816,48,3,0.9987395288792182,3,2.936698023899595,0.8349862086490311,3,2.9275092733079817,0.825079377304995,0.99,0.99,0.00212413854328819,5000,1200.0,25,40,2,0.12
2,0,3,latent_projection,3.012875856260439,0.012875856260439189,1.3509861544568513,48,3,0.9987395288792182,3,2.936698023899595,0.8349862086490311,3,2.9275092733079817,0.825079377304995,0.99,0.99,0.00212413854328819,5000,1200.0,25,40,2,0.12
2,0,3,gradient_fro,4.048400241971169,1.0484002419711693,1.8894911091407807,48,3,0.9987395288792182,3,2.936698023899595,0.8349862086490311,3,2.9275092733079817,0.825079377304995,0.99,0.99,0.00212413854328819,5000,1200.0,25,40,2,0.12
